instruction,original,opcode,mnemonic,operand_count,has_vector_reg,has_memory,has_immediate,has_masking,register_width,memory_width,prefix_type
VEX.128.66.0F38.W0 EC !(11):rrr:bbbCMPLXADD m32,VEX.128.66.0F38.W0 EC !(11):rrr:bbbCMPLXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 ED !(11):rrr:bbbCMPNLXADD m32,VEX.128.66.0F38.W0 ED !(11):rrr:bbbCMPNLXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 EE !(11):rrr:bbbCMPLEXADD m32,VEX.128.66.0F38.W0 EE !(11):rrr:bbbCMPLEXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 EF !(11):rrr:bbbCMPNLEXADD m32,VEX.128.66.0F38.W0 EF !(11):rrr:bbbCMPNLEXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 m128,VEX.128.66.0F38.W0 m128,,VEX.128.66.0F38.W0,1,0,1,0,0,0,128,NONE
VEX.128.66.0F38.W0 m16,VEX.128.66.0F38.W0 m16,,VEX.128.66.0F38.W0,1,0,1,0,0,16,16,NONE
VEX.128.66.0F38.W0 m32,VEX.128.66.0F38.W0 m32,,VEX.128.66.0F38.W0,1,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 r32,VEX.128.66.0F38.W0 r32,,VEX.128.66.0F38.W0,1,0,0,0,0,64,0,NONE
VEX.128.66.0F38.W0 sibmem,VEX.128.66.0F38.W0 sibmem,,VEX.128.66.0F38.W0,1,0,0,0,0,0,0,NONE
VEX.128.66.0F38.W0 tmm2,VEX.128.66.0F38.W0 tmm2,,VEX.128.66.0F38.W0,1,0,1,0,0,0,0,NONE
VEX.128.66.0F38.W0 tmm3,VEX.128.66.0F38.W0 tmm3,,VEX.128.66.0F38.W0,1,0,1,0,0,0,0,NONE
VEX.128.66.0F38.W0 vm32x,VEX.128.66.0F38.W0 vm32x,,VEX.128.66.0F38.W0,1,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 vm64x,VEX.128.66.0F38.W0 vm64x,,VEX.128.66.0F38.W0,1,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W0 xmm1,VEX.128.66.0F38.W0 xmm1,,VEX.128.66.0F38.W0,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.W0 xmm2,VEX.128.66.0F38.W0 xmm2,,VEX.128.66.0F38.W0,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.W0 xmm2,VEX.128.66.0F38.W0 xmm2/m128,,VEX.128.66.0F38.W0,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.W0 m128,VEX.128.66.0F38.W0 xmm2/m128,,VEX.128.66.0F38.W0,1,0,1,0,0,0,128,NONE
VEX.128.66.0F38.W0 xmm2,VEX.128.66.0F38.W0 xmm2/m16,,VEX.128.66.0F38.W0,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.W0 m16,VEX.128.66.0F38.W0 xmm2/m16,,VEX.128.66.0F38.W0,1,0,1,0,0,16,16,NONE
VEX.128.66.0F38.W0 xmm2,VEX.128.66.0F38.W0 xmm2/m32,,VEX.128.66.0F38.W0,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.W0 m32,VEX.128.66.0F38.W0 xmm2/m32,,VEX.128.66.0F38.W0,1,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 xmm2,VEX.128.66.0F38.W0 xmm2/m64,,VEX.128.66.0F38.W0,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.W0 m64,VEX.128.66.0F38.W0 xmm2/m64,,VEX.128.66.0F38.W0,1,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W0 xmm2,VEX.128.66.0F38.W0 xmm2/m8,,VEX.128.66.0F38.W0,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.W0 m8,VEX.128.66.0F38.W0 xmm2/m8,,VEX.128.66.0F38.W0,1,0,1,0,0,8,8,NONE
VEX.128.66.0F38.W0 xmm3,VEX.128.66.0F38.W0 xmm3/m128,,VEX.128.66.0F38.W0,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.W0 m128,VEX.128.66.0F38.W0 xmm3/m128,,VEX.128.66.0F38.W0,1,0,1,0,0,0,128,NONE
VPSRLVQ xmm1,VEX.128.66.0F38.W1 45 /rVPSRLVQ xmm1,VEX.128.66.0F38.W1 45 /r,VPSRLVQ,1,1,1,0,0,0,0,VEX
VPSLLVQ xmm1,VEX.128.66.0F38.W1 47 /rVPSLLVQ xmm1,VEX.128.66.0F38.W1 47 /r,VPSLLVQ,1,1,1,0,0,0,0,VEX
VPMASKMOVQ xmm1,VEX.128.66.0F38.W1 8C /rVPMASKMOVQ xmm1,VEX.128.66.0F38.W1 8C /r,VPMASKMOVQ,1,1,1,0,0,0,0,VEX
VPMASKMOVQ m128,VEX.128.66.0F38.W1 8E /rVPMASKMOVQ m128,VEX.128.66.0F38.W1 8E /r,VPMASKMOVQ,1,0,1,0,0,0,128,VEX
VPGATHERDQ xmm1,VEX.128.66.0F38.W1 90 /rVPGATHERDQ xmm1,VEX.128.66.0F38.W1 90 /r,VPGATHERDQ,1,1,1,0,0,0,0,VEX
VPGATHERQQ xmm1,VEX.128.66.0F38.W1 91 /rVPGATHERQQ xmm1,VEX.128.66.0F38.W1 91 /r,VPGATHERQQ,1,1,1,0,0,0,0,VEX
VGATHERDPD xmm1,VEX.128.66.0F38.W1 92 /rVGATHERDPD xmm1,VEX.128.66.0F38.W1 92 /r,VGATHERDPD,1,1,1,0,0,0,0,VEX
VGATHERQPD xmm1,VEX.128.66.0F38.W1 93 /rVGATHERQPD xmm1,VEX.128.66.0F38.W1 93 /r,VGATHERQPD,1,1,1,0,0,0,0,VEX
VFMADDSUB132PD xmm1,VEX.128.66.0F38.W1 96 /rVFMADDSUB132PD xmm1,VEX.128.66.0F38.W1 96 /r,VFMADDSUB132PD,1,1,1,0,0,0,0,VEX
VFMSUBADD132PD xmm1,VEX.128.66.0F38.W1 97 /rVFMSUBADD132PD xmm1,VEX.128.66.0F38.W1 97 /r,VFMSUBADD132PD,1,1,1,0,0,0,0,VEX
VFMADD132PD xmm1,VEX.128.66.0F38.W1 98 /rVFMADD132PD xmm1,VEX.128.66.0F38.W1 98 /r,VFMADD132PD,1,1,1,0,0,0,0,VEX
VFMSUB132PD xmm1,VEX.128.66.0F38.W1 9A /rVFMSUB132PD xmm1,VEX.128.66.0F38.W1 9A /r,VFMSUB132PD,1,1,1,0,0,0,0,VEX
VFNMADD132PD xmm1,VEX.128.66.0F38.W1 9C /rVFNMADD132PD xmm1,VEX.128.66.0F38.W1 9C /r,VFNMADD132PD,1,1,1,0,0,0,0,VEX
VFNMSUB132PD xmm1,VEX.128.66.0F38.W1 9E /rVFNMSUB132PD xmm1,VEX.128.66.0F38.W1 9E /r,VFNMSUB132PD,1,1,1,0,0,0,0,VEX
VFMADDSUB213PD xmm1,VEX.128.66.0F38.W1 A6 /rVFMADDSUB213PD xmm1,VEX.128.66.0F38.W1 A6 /r,VFMADDSUB213PD,1,1,1,0,0,0,0,VEX
VFMSUBADD213PD xmm1,VEX.128.66.0F38.W1 A7 /rVFMSUBADD213PD xmm1,VEX.128.66.0F38.W1 A7 /r,VFMSUBADD213PD,1,1,1,0,0,0,0,VEX
VFMADD213PD xmm1,VEX.128.66.0F38.W1 A8 /rVFMADD213PD xmm1,VEX.128.66.0F38.W1 A8 /r,VFMADD213PD,1,1,1,0,0,0,0,VEX
VFMSUB213PD xmm1,VEX.128.66.0F38.W1 AA /rVFMSUB213PD xmm1,VEX.128.66.0F38.W1 AA /r,VFMSUB213PD,1,1,1,0,0,0,0,VEX
VFNMADD213PD xmm1,VEX.128.66.0F38.W1 AC /rVFNMADD213PD xmm1,VEX.128.66.0F38.W1 AC /r,VFNMADD213PD,1,1,1,0,0,0,0,VEX
VFNMSUB213PD xmm1,VEX.128.66.0F38.W1 AE /rVFNMSUB213PD xmm1,VEX.128.66.0F38.W1 AE /r,VFNMSUB213PD,1,1,1,0,0,0,0,VEX
VPMADD52LUQ xmm1,VEX.128.66.0F38.W1 B4 /rVPMADD52LUQ xmm1,VEX.128.66.0F38.W1 B4 /r,VPMADD52LUQ,1,1,1,0,0,0,0,VEX
VPMADD52HUQ xmm1,VEX.128.66.0F38.W1 B5 /rVPMADD52HUQ xmm1,VEX.128.66.0F38.W1 B5 /r,VPMADD52HUQ,1,1,1,0,0,0,0,VEX
VFMADDSUB231PD xmm1,VEX.128.66.0F38.W1 B6 /rVFMADDSUB231PD xmm1,VEX.128.66.0F38.W1 B6 /r,VFMADDSUB231PD,1,1,1,0,0,0,0,VEX
VFMSUBADD231PD xmm1,VEX.128.66.0F38.W1 B7 /rVFMSUBADD231PD xmm1,VEX.128.66.0F38.W1 B7 /r,VFMSUBADD231PD,1,1,1,0,0,0,0,VEX
VFMADD231PD xmm1,VEX.128.66.0F38.W1 B8 /rVFMADD231PD xmm1,VEX.128.66.0F38.W1 B8 /r,VFMADD231PD,1,1,1,0,0,0,0,VEX
VFMSUB231PD xmm1,VEX.128.66.0F38.W1 BA /rVFMSUB231PD xmm1,VEX.128.66.0F38.W1 BA /r,VFMSUB231PD,1,1,1,0,0,0,0,VEX
VFNMADD231PD xmm1,VEX.128.66.0F38.W1 BC /rVFNMADD231PD xmm1,VEX.128.66.0F38.W1 BC /r,VFNMADD231PD,1,1,1,0,0,0,0,VEX
VFNMSUB231PD xmm1,VEX.128.66.0F38.W1 BE /rVFNMSUB231PD xmm1,VEX.128.66.0F38.W1 BE /r,VFNMSUB231PD,1,1,1,0,0,0,0,VEX
VEX.128.66.0F38.W1 E0 !(11):rrr:bbbCMPOXADD m64,VEX.128.66.0F38.W1 E0 !(11):rrr:bbbCMPOXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 E1 !(11):rrr:bbbCMPNOXADD m64,VEX.128.66.0F38.W1 E1 !(11):rrr:bbbCMPNOXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 E2 !(11):rrr:bbbCMPBXADD m64,VEX.128.66.0F38.W1 E2 !(11):rrr:bbbCMPBXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,16,64,NONE
VEX.128.66.0F38.W1 E3 !(11):rrr:bbbCMPNBXADD m64,VEX.128.66.0F38.W1 E3 !(11):rrr:bbbCMPNBXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,16,64,NONE
VEX.128.66.0F38.W1 E4 !(11):rrr:bbbCMPZXADD m64,VEX.128.66.0F38.W1 E4 !(11):rrr:bbbCMPZXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 E5 !(11):rrr:bbbCMPNZXADD m64,VEX.128.66.0F38.W1 E5 !(11):rrr:bbbCMPNZXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 E6 !(11):rrr:bbbCMPBEXADD m64,VEX.128.66.0F38.W1 E6 !(11):rrr:bbbCMPBEXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 E7 !(11):rrr:bbbCMPNBEXADD m64,VEX.128.66.0F38.W1 E7 !(11):rrr:bbbCMPNBEXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 E8 !(11):rrr:bbbCMPSXADD m64,VEX.128.66.0F38.W1 E8 !(11):rrr:bbbCMPSXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 E9 !(11):rrr:bbbCMPNSXADD m64,VEX.128.66.0F38.W1 E9 !(11):rrr:bbbCMPNSXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 EA !(11):rrr:bbbCMPPXADD m64,VEX.128.66.0F38.W1 EA !(11):rrr:bbbCMPPXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 EB !(11):rrr:bbbCMPNPXADD m64,VEX.128.66.0F38.W1 EB !(11):rrr:bbbCMPNPXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 EC !(11):rrr:bbbCMPLXADD m64,VEX.128.66.0F38.W1 EC !(11):rrr:bbbCMPLXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 ED !(11):rrr:bbbCMPNLXADD m64,VEX.128.66.0F38.W1 ED !(11):rrr:bbbCMPNLXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 EE !(11):rrr:bbbCMPLEXADD m64,VEX.128.66.0F38.W1 EE !(11):rrr:bbbCMPLEXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 EF !(11):rrr:bbbCMPNLEXADD m64,VEX.128.66.0F38.W1 EF !(11):rrr:bbbCMPNLEXADD m64,,VEX.128.66.0F38.W1,3,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 m128,VEX.128.66.0F38.W1 m128,,VEX.128.66.0F38.W1,1,0,1,0,0,0,128,NONE
VEX.128.66.0F38.W1 r64,VEX.128.66.0F38.W1 r64,,VEX.128.66.0F38.W1,1,0,0,0,0,64,0,NONE
VEX.128.66.0F38.W1 vm32x,VEX.128.66.0F38.W1 vm32x,,VEX.128.66.0F38.W1,1,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W1 vm64x,VEX.128.66.0F38.W1 vm64x,,VEX.128.66.0F38.W1,1,0,1,0,0,0,64,NONE
VEX.128.66.0F38.W1 xmm1,VEX.128.66.0F38.W1 xmm1,,VEX.128.66.0F38.W1,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.W1 xmm2,VEX.128.66.0F38.W1 xmm2,,VEX.128.66.0F38.W1,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.W1 xmm3,VEX.128.66.0F38.W1 xmm3/m128,,VEX.128.66.0F38.W1,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.W1 m128,VEX.128.66.0F38.W1 xmm3/m128,,VEX.128.66.0F38.W1,1,0,1,0,0,0,128,NONE
VPSHUFB xmm1,VEX.128.66.0F38.WIG 00 /rVPSHUFB xmm1,VEX.128.66.0F38.WIG 00 /r,VPSHUFB,1,1,1,0,0,0,0,VEX
VPHADDW xmm1,VEX.128.66.0F38.WIG 01 /rVPHADDW xmm1,VEX.128.66.0F38.WIG 01 /r,VPHADDW,1,1,1,0,0,0,0,VEX
VPHADDD xmm1,VEX.128.66.0F38.WIG 02 /rVPHADDD xmm1,VEX.128.66.0F38.WIG 02 /r,VPHADDD,1,1,1,0,0,0,0,VEX
VPHADDSW xmm1,VEX.128.66.0F38.WIG 03 /rVPHADDSW xmm1,VEX.128.66.0F38.WIG 03 /r,VPHADDSW,1,1,1,0,0,0,0,VEX
VPMADDUBSW xmm1,VEX.128.66.0F38.WIG 04 /rVPMADDUBSW xmm1,VEX.128.66.0F38.WIG 04 /r,VPMADDUBSW,1,1,1,0,0,0,0,VEX
VPHSUBW xmm1,VEX.128.66.0F38.WIG 05 /rVPHSUBW xmm1,VEX.128.66.0F38.WIG 05 /r,VPHSUBW,1,1,1,0,0,0,0,VEX
VPHSUBD xmm1,VEX.128.66.0F38.WIG 06 /rVPHSUBD xmm1,VEX.128.66.0F38.WIG 06 /r,VPHSUBD,1,1,1,0,0,0,0,VEX
VPHSUBSW xmm1,VEX.128.66.0F38.WIG 07 /rVPHSUBSW xmm1,VEX.128.66.0F38.WIG 07 /r,VPHSUBSW,1,1,1,0,0,0,0,VEX
VPSIGNB xmm1,VEX.128.66.0F38.WIG 08 /rVPSIGNB xmm1,VEX.128.66.0F38.WIG 08 /r,VPSIGNB,1,1,1,0,0,0,0,VEX
VPSIGNW xmm1,VEX.128.66.0F38.WIG 09 /rVPSIGNW xmm1,VEX.128.66.0F38.WIG 09 /r,VPSIGNW,1,1,1,0,0,0,0,VEX
VPSIGND xmm1,VEX.128.66.0F38.WIG 0A /rVPSIGND xmm1,VEX.128.66.0F38.WIG 0A /r,VPSIGND,1,1,1,0,0,0,0,VEX
VPMULHRSW xmm1,VEX.128.66.0F38.WIG 0B /rVPMULHRSW xmm1,VEX.128.66.0F38.WIG 0B /r,VPMULHRSW,1,1,1,0,0,0,0,VEX
VPTEST xmm1,VEX.128.66.0F38.WIG 17 /rVPTEST xmm1,VEX.128.66.0F38.WIG 17 /r,VPTEST,1,1,1,0,0,0,0,VEX
VPABSB xmm1,VEX.128.66.0F38.WIG 1C /rVPABSB xmm1,VEX.128.66.0F38.WIG 1C /r,VPABSB,1,1,1,0,0,0,0,VEX
VPABSW xmm1,VEX.128.66.0F38.WIG 1D /rVPABSW xmm1,VEX.128.66.0F38.WIG 1D /r,VPABSW,1,1,1,0,0,0,0,VEX
VPABSD xmm1,VEX.128.66.0F38.WIG 1E /rVPABSD xmm1,VEX.128.66.0F38.WIG 1E /r,VPABSD,1,1,1,0,0,0,0,VEX
VPMOVSXBW xmm1,VEX.128.66.0F38.WIG 20 /rVPMOVSXBW xmm1,VEX.128.66.0F38.WIG 20 /r,VPMOVSXBW,1,1,1,0,0,0,0,VEX
VPMOVSXBD xmm1,VEX.128.66.0F38.WIG 21 /rVPMOVSXBD xmm1,VEX.128.66.0F38.WIG 21 /r,VPMOVSXBD,1,1,1,0,0,0,0,VEX
VPMOVSXBQ xmm1,VEX.128.66.0F38.WIG 22 /rVPMOVSXBQ xmm1,VEX.128.66.0F38.WIG 22 /r,VPMOVSXBQ,1,1,1,0,0,0,0,VEX
VPMOVSXWD xmm1,VEX.128.66.0F38.WIG 23 /rVPMOVSXWD xmm1,VEX.128.66.0F38.WIG 23 /r,VPMOVSXWD,1,1,1,0,0,0,0,VEX
VPMOVSXWQ xmm1,VEX.128.66.0F38.WIG 24 /rVPMOVSXWQ xmm1,VEX.128.66.0F38.WIG 24 /r,VPMOVSXWQ,1,1,1,0,0,0,0,VEX
VPMOVSXDQ xmm1,VEX.128.66.0F38.WIG 25 /rVPMOVSXDQ xmm1,VEX.128.66.0F38.WIG 25 /r,VPMOVSXDQ,1,1,1,0,0,0,0,VEX
VPMULDQ xmm1,VEX.128.66.0F38.WIG 28 /rVPMULDQ xmm1,VEX.128.66.0F38.WIG 28 /r,VPMULDQ,1,1,1,0,0,0,0,VEX
VPCMPEQQ xmm1,VEX.128.66.0F38.WIG 29 /rVPCMPEQQ xmm1,VEX.128.66.0F38.WIG 29 /r,VPCMPEQQ,1,1,1,0,0,0,0,VEX
VMOVNTDQA xmm1,VEX.128.66.0F38.WIG 2A /rVMOVNTDQA xmm1,VEX.128.66.0F38.WIG 2A /r,VMOVNTDQA,1,1,1,0,0,0,0,VEX
VPMOVZXBW xmm1,VEX.128.66.0F38.WIG 30 /rVPMOVZXBW xmm1,VEX.128.66.0F38.WIG 30 /r,VPMOVZXBW,1,1,1,0,0,0,0,VEX
VPMOVZXBD xmm1,VEX.128.66.0F38.WIG 31 /rVPMOVZXBD xmm1,VEX.128.66.0F38.WIG 31 /r,VPMOVZXBD,1,1,1,0,0,0,0,VEX
VPMOVZXBQ xmm1,VEX.128.66.0F38.WIG 32 /rVPMOVZXBQ xmm1,VEX.128.66.0F38.WIG 32 /r,VPMOVZXBQ,1,1,1,0,0,0,0,VEX
VPMOVZXWD xmm1,VEX.128.66.0F38.WIG 33 /rVPMOVZXWD xmm1,VEX.128.66.0F38.WIG 33 /r,VPMOVZXWD,1,1,1,0,0,0,0,VEX
VPMOVZXWQ xmm1,VEX.128.66.0F38.WIG 34 /rVPMOVZXWQ xmm1,VEX.128.66.0F38.WIG 34 /r,VPMOVZXWQ,1,1,1,0,0,0,0,VEX
VPCMPGTQ xmm1,VEX.128.66.0F38.WIG 37 /rVPCMPGTQ xmm1,VEX.128.66.0F38.WIG 37 /r,VPCMPGTQ,1,1,1,0,0,0,0,VEX
VPMINSD xmm1,VEX.128.66.0F38.WIG 39 /rVPMINSD xmm1,VEX.128.66.0F38.WIG 39 /r,VPMINSD,1,1,1,0,0,0,0,VEX
VPMINUD xmm1,VEX.128.66.0F38.WIG 3B /rVPMINUD xmm1,VEX.128.66.0F38.WIG 3B /r,VPMINUD,1,1,1,0,0,0,0,VEX
VPMAXSB xmm1,VEX.128.66.0F38.WIG 3C /rVPMAXSB xmm1,VEX.128.66.0F38.WIG 3C /r,VPMAXSB,1,1,1,0,0,16,0,VEX
VPMAXSD xmm1,VEX.128.66.0F38.WIG 3D /rVPMAXSD xmm1,VEX.128.66.0F38.WIG 3D /r,VPMAXSD,1,1,1,0,0,16,0,VEX
VPMAXUD xmm1,VEX.128.66.0F38.WIG 3F /rVPMAXUD xmm1,VEX.128.66.0F38.WIG 3F /r,VPMAXUD,1,1,1,0,0,16,0,VEX
VPMULLD xmm1,VEX.128.66.0F38.WIG 40 /rVPMULLD xmm1,VEX.128.66.0F38.WIG 40 /r,VPMULLD,1,1,1,0,0,0,0,VEX
VPHMINPOSUW xmm1,VEX.128.66.0F38.WIG 41 /rVPHMINPOSUW xmm1,VEX.128.66.0F38.WIG 41 /r,VPHMINPOSUW,1,1,1,0,0,0,0,VEX
VAESIMC xmm1,VEX.128.66.0F38.WIG DB /rVAESIMC xmm1,VEX.128.66.0F38.WIG DB /r,VAESIMC,1,1,1,0,0,0,0,VEX
VAESENC xmm1,VEX.128.66.0F38.WIG DC /rVAESENC xmm1,VEX.128.66.0F38.WIG DC /r,VAESENC,1,1,1,0,0,0,0,VEX
VAESENCLAST xmm1,VEX.128.66.0F38.WIG DD /rVAESENCLAST xmm1,VEX.128.66.0F38.WIG DD /r,VAESENCLAST,1,1,1,0,0,8,0,VEX
VAESDEC xmm1,VEX.128.66.0F38.WIG DE /rVAESDEC xmm1,VEX.128.66.0F38.WIG DE /r,VAESDEC,1,1,1,0,0,0,0,VEX
VAESDECLAST xmm1,VEX.128.66.0F38.WIG DF /rVAESDECLAST xmm1,VEX.128.66.0F38.WIG DF /r,VAESDECLAST,1,1,1,0,0,8,0,VEX
VEX.128.66.0F38.WIG m128,VEX.128.66.0F38.WIG m128,,VEX.128.66.0F38.WIG,1,0,1,0,0,0,128,NONE
VEX.128.66.0F38.WIG xmm2,VEX.128.66.0F38.WIG xmm2,,VEX.128.66.0F38.WIG,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.WIG xmm2,VEX.128.66.0F38.WIG xmm2/m128,,VEX.128.66.0F38.WIG,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.WIG m128,VEX.128.66.0F38.WIG xmm2/m128,,VEX.128.66.0F38.WIG,1,0,1,0,0,0,128,NONE
VEX.128.66.0F38.WIG xmm2,VEX.128.66.0F38.WIG xmm2/m16,,VEX.128.66.0F38.WIG,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.WIG m16,VEX.128.66.0F38.WIG xmm2/m16,,VEX.128.66.0F38.WIG,1,0,1,0,0,16,16,NONE
VEX.128.66.0F38.WIG xmm2,VEX.128.66.0F38.WIG xmm2/m32,,VEX.128.66.0F38.WIG,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.WIG m32,VEX.128.66.0F38.WIG xmm2/m32,,VEX.128.66.0F38.WIG,1,0,1,0,0,0,32,NONE
VEX.128.66.0F38.WIG xmm2,VEX.128.66.0F38.WIG xmm2/m64,,VEX.128.66.0F38.WIG,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.WIG m64,VEX.128.66.0F38.WIG xmm2/m64,,VEX.128.66.0F38.WIG,1,0,1,0,0,0,64,NONE
VEX.128.66.0F38.WIG xmm3,VEX.128.66.0F38.WIG xmm3/m128,,VEX.128.66.0F38.WIG,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38.WIG m128,VEX.128.66.0F38.WIG xmm3/m128,,VEX.128.66.0F38.WIG,1,0,1,0,0,0,128,NONE
VEX.128.66.0F3A 60 /r ibVPCMPESTRM xmm1,VEX.128.66.0F3A 60 /r ibVPCMPESTRM xmm1,,VEX.128.66.0F3A,4,1,1,0,0,0,0,NONE
VEX.128.66.0F3A 61 /r ibVPCMPESTRI xmm1,VEX.128.66.0F3A 61 /r ibVPCMPESTRI xmm1,,VEX.128.66.0F3A,4,1,1,0,0,0,0,NONE
VEX.128.66.0F3A imm8,VEX.128.66.0F3A imm8,,VEX.128.66.0F3A,1,0,1,1,0,8,8,NONE
VEX.128.66.0F3A xmm2,VEX.128.66.0F3A xmm2/m128,,VEX.128.66.0F3A,1,1,1,0,0,0,0,NONE
VEX.128.66.0F3A m128,VEX.128.66.0F3A xmm2/m128,,VEX.128.66.0F3A,1,0,1,0,0,0,128,NONE
VEX.128.66.0F3A.W0 02 /r ibVPBLENDD xmm1,VEX.128.66.0F3A.W0 02 /r ibVPBLENDD xmm1,,VEX.128.66.0F3A.W0,4,1,1,0,0,8,0,NONE
VEX.128.66.0F3A.W0 04 /r ibVPERMILPS xmm1,VEX.128.66.0F3A.W0 04 /r ibVPERMILPS xmm1,,VEX.128.66.0F3A.W0,4,1,1,0,0,0,0,NONE
VEX.128.66.0F3A.W0 05 /r ibVPERMILPD xmm1,VEX.128.66.0F3A.W0 05 /r ibVPERMILPD xmm1,,VEX.128.66.0F3A.W0,4,1,1,0,0,0,0,NONE
VEX.128.66.0F3A.W0 14 /r ibVPEXTRB reg,VEX.128.66.0F3A.W0 14 /r ibVPEXTRB reg/m8,,VEX.128.66.0F3A.W0,4,0,0,0,0,0,0,NONE
VEX.128.66.0F3A.W0 14 /r ibVPEXTRB m8,VEX.128.66.0F3A.W0 14 /r ibVPEXTRB reg/m8,,VEX.128.66.0F3A.W0,4,0,1,0,0,8,8,NONE
VEX.128.66.0F3A.W0 15 /r ibVPEXTRW reg,VEX.128.66.0F3A.W0 15 /r ibVPEXTRW reg/m16,,VEX.128.66.0F3A.W0,4,0,0,0,0,0,0,NONE
VEX.128.66.0F3A.W0 15 /r ibVPEXTRW m16,VEX.128.66.0F3A.W0 15 /r ibVPEXTRW reg/m16,,VEX.128.66.0F3A.W0,4,0,1,0,0,16,16,NONE
VEX.128.66.0F3A.W0 16 /r ibVPEXTRD r32,VEX.128.66.0F3A.W0 16 /r ibVPEXTRD r32/m32,,VEX.128.66.0F3A.W0,4,0,0,0,0,64,0,NONE
VEX.128.66.0F3A.W0 16 /r ibVPEXTRD m32,VEX.128.66.0F3A.W0 16 /r ibVPEXTRD r32/m32,,VEX.128.66.0F3A.W0,4,0,1,0,0,0,32,NONE
VEX.128.66.0F3A.W0 1D /r ibVCVTPS2PH xmm1,VEX.128.66.0F3A.W0 1D /r ibVCVTPS2PH xmm1/m64,,VEX.128.66.0F3A.W0,4,1,1,0,0,0,0,NONE
VEX.128.66.0F3A.W0 1D /r ibVCVTPS2PH m64,VEX.128.66.0F3A.W0 1D /r ibVCVTPS2PH xmm1/m64,,VEX.128.66.0F3A.W0,4,0,1,0,0,0,64,NONE
VEX.128.66.0F3A.W0 20 /r ibVPINSRB xmm1,VEX.128.66.0F3A.W0 20 /r ibVPINSRB xmm1,,VEX.128.66.0F3A.W0,4,1,1,0,0,0,0,NONE
VEX.128.66.0F3A.W0 22 /r ibVPINSRD xmm1,VEX.128.66.0F3A.W0 22 /r ibVPINSRD xmm1,,VEX.128.66.0F3A.W0,4,1,1,0,0,0,0,NONE
