Instruction Syntax
EVEX.128.NP.MAP5.W0 xmm3/m128/m16bcst
EVEX.128.NP.MAP5.W1 5B /rVCVTQQ2PH xmm1{k1}{z}
EVEX.128.NP.MAP5.W1 xmm2/m128/m64bcst
EVEX.256.0F.W0 10 /rVMOVUPS ymm1 {k1}{z}
EVEX.256.0F.W0 11 /rVMOVUPS ymm2/m256 {k1}{z}
EVEX.256.0F.W0 14 /rVUNPCKLPS ymm1 {k1}{z}
EVEX.256.0F.W0 15 /rVUNPCKHPS ymm1 {k1}{z}
EVEX.256.0F.W0 28 /rVMOVAPS ymm1 {k1}{z}
EVEX.256.0F.W0 29 /rVMOVAPS ymm2/m256 {k1}{z}
EVEX.256.0F.W0 2B /rVMOVNTPS m256
EVEX.256.0F.W0 51 /rVSQRTPS ymm1 {k1}{z}
EVEX.256.0F.W0 54 /rVANDPS ymm1 {k1}{z}
EVEX.256.0F.W0 55 /rVANDNPS ymm1 {k1}{z}
EVEX.256.0F.W0 56 /rVORPS ymm1 {k1}{z}
EVEX.256.0F.W0 57 /rVXORPS ymm1 {k1}{z}
EVEX.256.0F.W0 58 /rVADDPS ymm1 {k1}{z}
EVEX.256.0F.W0 59 /rVMULPS ymm1 {k1}{z}
EVEX.256.0F.W0 5A /rVCVTPS2PD ymm1 {k1}{z}
EVEX.256.0F.W0 5B /rVCVTDQ2PS ymm1 {k1}{z}
EVEX.256.0F.W0 5C /rVSUBPS ymm1 {k1}{z}
EVEX.256.0F.W0 5D /rVMINPS ymm1 {k1}{z}
EVEX.256.0F.W0 5E /rVDIVPS ymm1 {k1}{z}
EVEX.256.0F.W0 5F /rVMAXPS ymm1 {k1}{z}
EVEX.256.0F.W0 78 /rVCVTTPS2UDQ ymm1 {k1}{z}
EVEX.256.0F.W0 79 /rVCVTPS2UDQ ymm1 {k1}{z}
EVEX.256.0F.W0 C2 /r ibVCMPPS k1 {k2}
EVEX.256.0F.W0 C6 /r ibVSHUFPS ymm1{k1}{z}
EVEX.256.0F.W0 imm8
EVEX.256.0F.W0 xmm2/m128/m32bcst
EVEX.256.0F.W0 ymm1
EVEX.256.0F.W0 ymm2
EVEX.256.0F.W0 ymm2/m256
EVEX.256.0F.W0 ymm2/m256/m32bcst
EVEX.256.0F.W0 ymm3/m256/m32bcst
EVEX.256.0F.W1 5B /rVCVTQQ2PS xmm1 {k1}{z}
EVEX.256.0F.W1 78 02 /rVCVTTPD2UDQ xmm1 {k1}{z}
EVEX.256.0F.W1 79 /rVCVTPD2UDQ xmm1 {k1}{z}
EVEX.256.0F.W1 ymm2/m256/m64bcst
EVEX.256.66.0F DA /rVPMINUB ymm1 {k1}{z}
EVEX.256.66.0F ymm2
EVEX.256.66.0F ymm3/m256
EVEX.256.66.0F.W0 5B /rVCVTPS2DQ ymm1 {k1}{z}
EVEX.256.66.0F.W0 62 /rVPUNPCKLDQ ymm1 {k1}{z}
EVEX.256.66.0F.W0 66 /rVPCMPGTD k1 {k2}
EVEX.256.66.0F.W0 6A /rVPUNPCKHDQ ymm1 {k1}{z}
EVEX.256.66.0F.W0 6B /rVPACKSSDW ymm1 {k1}{z}
EVEX.256.66.0F.W0 6F /rVMOVDQA32 ymm1 {k1}{z}
EVEX.256.66.0F.W0 70 /r ibVPSHUFD ymm1 {k1}{z}
EVEX.256.66.0F.W0 72 /0 ibVPRORD ymm1 {k1}{z}
EVEX.256.66.0F.W0 72 /1 ibVPROLD ymm1 {k1}{z}
EVEX.256.66.0F.W0 72 /2 ibVPSRLD ymm1 {k1}{z}
EVEX.256.66.0F.W0 72 /4 ibVPSRAD ymm1 {k1}{z}
EVEX.256.66.0F.W0 72 /6 ibVPSLLD ymm1 {k1}{z}
EVEX.256.66.0F.W0 76 /rVPCMPEQD k1 {k2}
EVEX.256.66.0F.W0 78 /rVCVTTPS2UQQ ymm1 {k1}{z}
EVEX.256.66.0F.W0 79 /rVCVTPS2UQQ ymm1 {k1}{z}
EVEX.256.66.0F.W0 7A /rVCVTTPS2QQ ymm1 {k1}{z}
EVEX.256.66.0F.W0 7B /rVCVTPS2QQ ymm1 {k1}{z}
EVEX.256.66.0F.W0 7F /rVMOVDQA32 ymm2/m256 {k1}{z}
EVEX.256.66.0F.W0 D2 /rVPSRLD ymm1 {k1}{z}
EVEX.256.66.0F.W0 DB /rVPANDD ymm1 {k1}{z}
EVEX.256.66.0F.W0 DF /rVPANDND ymm1 {k1}{z}
EVEX.256.66.0F.W0 E2 /rVPSRAD ymm1 {k1}{z}
EVEX.256.66.0F.W0 E7 /rVMOVNTDQ m256
EVEX.256.66.0F.W0 EB /rVPORD ymm1 {k1}{z}
EVEX.256.66.0F.W0 EF /rVPXORD ymm1 {k1}{z}
EVEX.256.66.0F.W0 F2 /rVPSLLD ymm1 {k1}{z}
EVEX.256.66.0F.W0 FA /rVPSUBD ymm1 {k1}{z}
EVEX.256.66.0F.W0 FE /rVPADDD ymm1 {k1}{z}
EVEX.256.66.0F.W0 imm8
EVEX.256.66.0F.W0 xmm2/m128/m32bcst
EVEX.256.66.0F.W0 xmm3/m128
EVEX.256.66.0F.W0 ymm1
EVEX.256.66.0F.W0 ymm2
EVEX.256.66.0F.W0 ymm2/m256
EVEX.256.66.0F.W0 ymm2/m256/m32bcst
EVEX.256.66.0F.W0 ymm3/m256/m32bcst
EVEX.256.66.0F.W1 10 /rVMOVUPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 11 /rVMOVUPD ymm2/m256 {k1}{z}
EVEX.256.66.0F.W1 14 /rVUNPCKLPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 15 /rVUNPCKHPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 28 /rVMOVAPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 29 /rVMOVAPD ymm2/m256 {k1}{z}
EVEX.256.66.0F.W1 2B /rVMOVNTPD m256
EVEX.256.66.0F.W1 51 /rVSQRTPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 54 /rVANDPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 55 /rVANDNPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 56 /rVORPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 57 /rVXORPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 58 /rVADDPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 59 /rVMULPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 5A /rVCVTPD2PS xmm1 {k1}{z}
EVEX.256.66.0F.W1 5C /rVSUBPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 5D /rVMINPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 5E /rVDIVPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 5F /rVMAXPD ymm1 {k1}{z}
EVEX.256.66.0F.W1 6C /rVPUNPCKLQDQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 6D /rVPUNPCKHQDQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 6F /rVMOVDQA64 ymm1 {k1}{z}
EVEX.256.66.0F.W1 72 /0 ibVPRORQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 72 /1 ibVPROLQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 72 /4 ibVPSRAQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 73 /2 ibVPSRLQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 73 /6 ibVPSLLQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 78 /rVCVTTPD2UQQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 79 /rVCVTPD2UQQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 7A /rVCVTTPD2QQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 7B /rVCVTPD2QQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 7F /rVMOVDQA64 ymm2/m256 {k1}{z}
EVEX.256.66.0F.W1 C2 /r ibVCMPPD k1 {k2}
EVEX.256.66.0F.W1 C6 /r ibVSHUFPD ymm1{k1}{z}
EVEX.256.66.0F.W1 D3 /rVPSRLQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 D4 /rVPADDQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 DB /rVPANDQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 DF /rVPANDNQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 E2 /rVPSRAQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 E6 /rVCVTTPD2DQ xmm1 {k1}{z}
EVEX.256.66.0F.W1 EB /rVPORQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 EF /rVPXORQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 F3 /rVPSLLQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 F4 /rVPMULUDQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 FB /rVPSUBQ ymm1 {k1}{z}
EVEX.256.66.0F.W1 imm8
EVEX.256.66.0F.W1 xmm3/m128
EVEX.256.66.0F.W1 ymm1
EVEX.256.66.0F.W1 ymm2
EVEX.256.66.0F.W1 ymm2/m256
EVEX.256.66.0F.W1 ymm2/m256/m64bcst
EVEX.256.66.0F.W1 ymm3/m256/m64bcst
EVEX.256.66.0F.WIG 60 /rVPUNPCKLBW ymm1 {k1}{z}
EVEX.256.66.0F.WIG 61 /rVPUNPCKLWD ymm1 {k1}{z}
EVEX.256.66.0F.WIG 63 /rVPACKSSWB ymm1 {k1}{z}
EVEX.256.66.0F.WIG 64 /rVPCMPGTB k1 {k2}
EVEX.256.66.0F.WIG 65 /rVPCMPGTW k1 {k2}
EVEX.256.66.0F.WIG 67 /rVPACKUSWB ymm1{k1}{z}
EVEX.256.66.0F.WIG 68 /rVPUNPCKHBW ymm1 {k1}{z}
EVEX.256.66.0F.WIG 69 /rVPUNPCKHWD ymm1 {k1}{z}
EVEX.256.66.0F.WIG 71 /2 ibVPSRLW ymm1 {k1}{z}
EVEX.256.66.0F.WIG 71 /4 ibVPSRAW ymm1 {k1}{z}
EVEX.256.66.0F.WIG 71 /6 ibVPSLLW ymm1 {k1}{z}
EVEX.256.66.0F.WIG 73 /3 ibVPSRLDQ ymm1
EVEX.256.66.0F.WIG 73 /7 ibVPSLLDQ ymm1
EVEX.256.66.0F.WIG 74 /rVPCMPEQB k1 {k2}
EVEX.256.66.0F.WIG 75 /rVPCMPEQW k1 {k2}
EVEX.256.66.0F.WIG D1 /rVPSRLW ymm1 {k1}{z}
EVEX.256.66.0F.WIG D5 /rVPMULLW ymm1 {k1}{z}
EVEX.256.66.0F.WIG D8 /rVPSUBUSB ymm1 {k1}{z}
EVEX.256.66.0F.WIG D9 /rVPSUBUSW ymm1 {k1}{z}
EVEX.256.66.0F.WIG DC /rVPADDUSB ymm1 {k1}{z}
EVEX.256.66.0F.WIG DD /rVPADDUSW ymm1 {k1}{z}
EVEX.256.66.0F.WIG DE /rVPMAXUB ymm1{k1}{z}
EVEX.256.66.0F.WIG E0 /rVPAVGB ymm1 {k1}{z}
EVEX.256.66.0F.WIG E1 /rVPSRAW ymm1 {k1}{z}
EVEX.256.66.0F.WIG E3 /rVPAVGW ymm1 {k1}{z}
EVEX.256.66.0F.WIG E4 /rVPMULHUW ymm1 {k1}{z}
EVEX.256.66.0F.WIG E5 /rVPMULHW ymm1 {k1}{z}
EVEX.256.66.0F.WIG E8 /rVPSUBSB ymm1 {k1}{z}
EVEX.256.66.0F.WIG E9 /rVPSUBSW ymm1 {k1}{z}
EVEX.256.66.0F.WIG EA /rVPMINSW ymm1{k1}{z}
EVEX.256.66.0F.WIG EC /rVPADDSB ymm1 {k1}{z}
EVEX.256.66.0F.WIG ED /rVPADDSW ymm1 {k1}{z}
EVEX.256.66.0F.WIG EE /rVPMAXSW ymm1{k1}{z}
EVEX.256.66.0F.WIG F1 /rVPSLLW ymm1 {k1}{z}
EVEX.256.66.0F.WIG F5 /rVPMADDWD ymm1 {k1}{z}
EVEX.256.66.0F.WIG F6 /rVPSADBW ymm1
EVEX.256.66.0F.WIG F8 /rVPSUBB ymm1 {k1}{z}
EVEX.256.66.0F.WIG F9 /rVPSUBW ymm1 {k1}{z}
EVEX.256.66.0F.WIG FC /rVPADDB ymm1 {k1}{z}
EVEX.256.66.0F.WIG FD /rVPADDW ymm1 {k1}{z}
EVEX.256.66.0F.WIG imm8
EVEX.256.66.0F.WIG xmm3/m128
EVEX.256.66.0F.WIG ymm2
EVEX.256.66.0F.WIG ymm2/m256
EVEX.256.66.0F.WIG ymm3 /m256
EVEX.256.66.0F.WIG ymm3/m256
EVEX.256.66.0F38 3A/rVPMINUW ymm1{k1}{z}
EVEX.256.66.0F38 ymm2
EVEX.256.66.0F38 ymm3/m256
EVEX.256.66.0F38.W0 0C /rVPERMILPS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 13 /rVCVTPH2PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 14 /rVPRORVD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 15 /rVPROLVD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 16 /rVPERMPS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 18 /rVBROADCASTSS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 19 /rVBROADCASTF32X2 ymm1 {k1}{z}
EVEX.256.66.0F38.W0 1A /rVBROADCASTF32X4 ymm1 {k1}{z}
EVEX.256.66.0F38.W0 1E /rVPABSD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 25 /rVPMOVSXDQ ymm1 {k1}{z}
EVEX.256.66.0F38.W0 26 /rVPTESTMB k2 {k1}
EVEX.256.66.0F38.W0 27 /rVPTESTMD k2 {k1}
EVEX.256.66.0F38.W0 2A /rVMOVNTDQA ymm1
EVEX.256.66.0F38.W0 2B /rVPACKUSDW ymm1{k1}{z}
EVEX.256.66.0F38.W0 2C /rVSCALEFPS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 35 /rVPMOVZXDQ ymm1 {k1}{z}
EVEX.256.66.0F38.W0 36 /rVPERMD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 39 /rVPMINSD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 3B /rVPMINUD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 3D /rVPMAXSD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 3F /rVPMAXUD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 40 /rVPMULLD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 42 /rVGETEXPPS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 44 /rVPLZCNTD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 45 /rVPSRLVD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 46 /rVPSRAVD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 47 /rVPSLLVD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 4C /rVRCP14PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 4E /rVRSQRT14PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 50 /rVPDPBUSD ymm1{k1}{z}
EVEX.256.66.0F38.W0 51 /rVPDPBUSDS ymm1{k1}{z}
EVEX.256.66.0F38.W0 52 /rVPDPWSSD ymm1{k1}{z}
EVEX.256.66.0F38.W0 53 /rVPDPWSSDS ymm1{k1}{z}
EVEX.256.66.0F38.W0 54 /rVPOPCNTB ymm1{k1}{z}
EVEX.256.66.0F38.W0 55 /rVPOPCNTD ymm1{k1}{z}
EVEX.256.66.0F38.W0 58 /rVPBROADCASTD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 59 /rVBROADCASTI32x2 ymm1 {k1}{z}
EVEX.256.66.0F38.W0 5A /rVBROADCASTI32X4 ymm1 {k1}{z}
EVEX.256.66.0F38.W0 62 /rVPEXPANDB ymm1{k1}{z}
EVEX.256.66.0F38.W0 63 /rVPCOMPRESSB m256{k1}
EVEX.256.66.0F38.W0 63 /rVPCOMPRESSB ymm1{k1}{z}
EVEX.256.66.0F38.W0 64 /rVPBLENDMD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 65 /rVBLENDMPS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 66 /rVPBLENDMB ymm1 {k1}{z}
EVEX.256.66.0F38.W0 71 /rVPSHLDVD ymm1{k1}{z}
EVEX.256.66.0F38.W0 73 /rVPSHRDVD ymm1{k1}{z}
EVEX.256.66.0F38.W0 75 /rVPERMI2B ymm1 {k1}{z}
EVEX.256.66.0F38.W0 76 /rVPERMI2D ymm1 {k1}{z}
EVEX.256.66.0F38.W0 77 /rVPERMI2PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 78 /rVPBROADCASTB ymm1{k1}{z}
EVEX.256.66.0F38.W0 79 /rVPBROADCASTW ymm1{k1}{z}
EVEX.256.66.0F38.W0 7A /rVPBROADCASTB ymm1 {k1}{z}
EVEX.256.66.0F38.W0 7B /rVPBROADCASTW ymm1 {k1}{z}
EVEX.256.66.0F38.W0 7C /rVPBROADCASTD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 7D /rVPERMT2B ymm1 {k1}{z}
EVEX.256.66.0F38.W0 7E /rVPERMT2D ymm1 {k1}{z}
EVEX.256.66.0F38.W0 7F /rVPERMT2PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 88 /rVEXPANDPS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 89 /rVPEXPANDD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 8A /rVCOMPRESSPS ymm1/m256 {k1}{z}
EVEX.256.66.0F38.W0 8B /rVPCOMPRESSD ymm1/m256 {k1}{z}
EVEX.256.66.0F38.W0 8D /rVPERMB ymm1 {k1}{z}
EVEX.256.66.0F38.W0 8F /rVPSHUFBITQMB k1{k2}
EVEX.256.66.0F38.W0 90 /vsibVPGATHERDD ymm1 {k1}
EVEX.256.66.0F38.W0 91 /vsibVPGATHERQD xmm1 {k1}
EVEX.256.66.0F38.W0 92 /vsibVGATHERDPS ymm1 {k1}
EVEX.256.66.0F38.W0 93 /vsibVGATHERQPS xmm1 {k1}
EVEX.256.66.0F38.W0 96 /rVFMADDSUB132PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 97 /rVFMSUBADD132PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 98 /rVFMADD132PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 9A /rVFMSUB132PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 9C /rVFNMADD132PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 9E /rVFNMSUB132PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 A0 /vsibVPSCATTERDD vm32y {k1}
EVEX.256.66.0F38.W0 A1 /vsibVPSCATTERQD vm64y {k1}
EVEX.256.66.0F38.W0 A2 /vsibVSCATTERDPS vm32y {k1}
EVEX.256.66.0F38.W0 A3 /vsibVSCATTERQPS vm64y {k1}
EVEX.256.66.0F38.W0 A6 /rVFMADDSUB213PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 A7 /rVFMSUBADD213PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 A8 /rVFMADD213PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 AA /rVFMSUB213PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 AC /rVFNMADD213PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 AE /rVFNMSUB213PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 B6 /rVFMADDSUB231PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 B7 /rVFMSUBADD231PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 B8 /rVFMADD231PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 BA /rVFMSUB231PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 BC /rVFNMADD231PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 BE /rVFNMSUB231PS ymm1 {k1}{z}
EVEX.256.66.0F38.W0 C4 /rVPCONFLICTD ymm1 {k1}{z}
EVEX.256.66.0F38.W0 CF /rVGF2P8MULB ymm1{k1}{z}
EVEX.256.66.0F38.W0 m128
EVEX.256.66.0F38.W0 m256
EVEX.256.66.0F38.W0 r32
EVEX.256.66.0F38.W0 reg
EVEX.256.66.0F38.W0 vm32y
EVEX.256.66.0F38.W0 vm64y
EVEX.256.66.0F38.W0 xmm1
EVEX.256.66.0F38.W0 xmm2/m128
EVEX.256.66.0F38.W0 xmm2/m16
EVEX.256.66.0F38.W0 xmm2/m32
EVEX.256.66.0F38.W0 xmm2/m64
EVEX.256.66.0F38.W0 xmm2/m8
EVEX.256.66.0F38.W0 ymm1
EVEX.256.66.0F38.W0 ymm2
EVEX.256.66.0F38.W0 ymm2/m256
EVEX.256.66.0F38.W0 ymm2/m256/m32bcst
EVEX.256.66.0F38.W0 ymm3/m256
EVEX.256.66.0F38.W0 ymm3/m256/m32bcst
EVEX.256.66.0F38.W1 0D /rVPERMILPD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 10 /rVPSRLVW ymm1 {k1}{z}
EVEX.256.66.0F38.W1 11 /rVPSRAVW ymm1 {k1}{z}
EVEX.256.66.0F38.W1 12 /rVPSLLVW ymm1 {k1}{z}
EVEX.256.66.0F38.W1 14 /rVPRORVQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 15 /rVPROLVQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 16 /rVPERMPD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 19 /rVBROADCASTSD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 1A /rVBROADCASTF64X2 ymm1 {k1}{z}
EVEX.256.66.0F38.W1 1F /rVPABSQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 26 /rVPTESTMW k2 {k1}
EVEX.256.66.0F38.W1 27 /rVPTESTMQ k2 {k1}
EVEX.256.66.0F38.W1 28 /rVPMULDQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 29 /rVPCMPEQQ k1 {k2}
EVEX.256.66.0F38.W1 2C /rVSCALEFPD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 36 /rVPERMQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 37 /rVPCMPGTQ k1 {k2}
EVEX.256.66.0F38.W1 39 /rVPMINSQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 3B /rVPMINUQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 3D /rVPMAXSQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 3F /rVPMAXUQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 40 /rVPMULLQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 42 /rVGETEXPPD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 44 /rVPLZCNTQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 45 /rVPSRLVQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 46 /rVPSRAVQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 47 /rVPSLLVQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 4C /rVRCP14PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 4E /rVRSQRT14PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 54 /rVPOPCNTW ymm1{k1}{z}
EVEX.256.66.0F38.W1 55 /rVPOPCNTQ ymm1{k1}{z}
EVEX.256.66.0F38.W1 59 /rVPBROADCASTQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 5A /rVBROADCASTI64X2 ymm1 {k1}{z}
EVEX.256.66.0F38.W1 62 /rVPEXPANDW ymm1{k1}{z}
EVEX.256.66.0F38.W1 63 /rVPCOMPRESSW m256{k1}
EVEX.256.66.0F38.W1 63 /rVPCOMPRESSW ymm1{k1}{z}
EVEX.256.66.0F38.W1 64 /rVPBLENDMQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 65 /rVBLENDMPD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 66 /rVPBLENDMW ymm1 {k1}{z}
EVEX.256.66.0F38.W1 70 /rVPSHLDVW ymm1{k1}{z}
EVEX.256.66.0F38.W1 71 /rVPSHLDVQ ymm1{k1}{z}
EVEX.256.66.0F38.W1 72 /rVPSHRDVW ymm1{k1}{z}
EVEX.256.66.0F38.W1 73 /rVPSHRDVQ ymm1{k1}{z}
EVEX.256.66.0F38.W1 75 /rVPERMI2W ymm1 {k1}{z}
EVEX.256.66.0F38.W1 76 /rVPERMI2Q ymm1 {k1}{z}
EVEX.256.66.0F38.W1 77 /rVPERMI2PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 7C /rVPBROADCASTQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 7D /rVPERMT2W ymm1 {k1}{z}
EVEX.256.66.0F38.W1 7E /rVPERMT2Q ymm1 {k1}{z}
EVEX.256.66.0F38.W1 7F /rVPERMT2PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 83 /rVPMULTISHIFTQB ymm1 {k1}{z}
EVEX.256.66.0F38.W1 88 /rVEXPANDPD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 89 /rVPEXPANDQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 8A /rVCOMPRESSPD ymm1/m256 {k1}{z}
EVEX.256.66.0F38.W1 8B /rVPCOMPRESSQ ymm1/m256 {k1}{z}
EVEX.256.66.0F38.W1 8D /rVPERMW ymm1 {k1}{z}
EVEX.256.66.0F38.W1 90 /vsibVPGATHERDQ ymm1 {k1}
EVEX.256.66.0F38.W1 91 /vsibVPGATHERQQ ymm1 {k1}
EVEX.256.66.0F38.W1 92 /vsibVGATHERDPD ymm1 {k1}
EVEX.256.66.0F38.W1 93 /vsibVGATHERQPD ymm1 {k1}
EVEX.256.66.0F38.W1 96 /rVFMADDSUB132PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 97 /rVFMSUBADD132PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 98 /rVFMADD132PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 9A /rVFMSUB132PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 9C /rVFNMADD132PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 9E /rVFNMSUB132PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 A0 /vsibVPSCATTERDQ vm32x {k1}
EVEX.256.66.0F38.W1 A1 /vsibVPSCATTERQQ vm64y {k1}
EVEX.256.66.0F38.W1 A2 /vsibVSCATTERDPD vm32y {k1}
EVEX.256.66.0F38.W1 A3 /vsibVSCATTERQPD vm64y {k1}
EVEX.256.66.0F38.W1 A6 /rVFMADDSUB213PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 A7 /rVFMSUBADD213PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 A8 /rVFMADD213PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 AA /rVFMSUB213PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 AC /rVFNMADD213PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 AE /rVFNMSUB213PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 B4 /rVPMADD52LUQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 B5 /rVPMADD52HUQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 B6 /rVFMADDSUB231PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 B7 /rVFMSUBADD231PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 B8 /rVFMADD231PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 BA /rVFMSUB231PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 BC /rVFNMADD231PD ymm1 {k1}{z}
