Instruction Syntax
EVEX.LLIG.F2.0F.W0 78 /rVCVTTSD2USI r32
EVEX.LLIG.F2.0F.W0 79 /rVCVTSD2USI r32
EVEX.LLIG.F2.0F.W0 7B /rVCVTUSI2SD xmm1
EVEX.LLIG.F2.0F.W0 r/m32
EVEX.LLIG.F2.0F.W0 xmm1/m64{er}
EVEX.LLIG.F2.0F.W0 xmm1/m64{sae}
EVEX.LLIG.F2.0F.W0 xmm2
EVEX.LLIG.F2.0F.W1 10 /rVMOVSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 11 /rVMOVSD m64 {k1}
EVEX.LLIG.F2.0F.W1 11 /rVMOVSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 2A /rVCVTSI2SD xmm1
EVEX.LLIG.F2.0F.W1 2C /rVCVTTSD2SI r64
EVEX.LLIG.F2.0F.W1 2D /rVCVTSD2SI r64
EVEX.LLIG.F2.0F.W1 51/rVSQRTSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 58 /rVADDSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 59 /rVMULSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 5A /rVCVTSD2SS xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 5C /rVSUBSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 5D /rVMINSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 5E /rVDIVSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 5F /rVMAXSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 78 /rVCVTTSD2USI r64
EVEX.LLIG.F2.0F.W1 79 /rVCVTSD2USI r64
EVEX.LLIG.F2.0F.W1 7B /rVCVTUSI2SD xmm1
EVEX.LLIG.F2.0F.W1 C2 /r ibVCMPSD k1 {k2}
EVEX.LLIG.F2.0F.W1 imm8
EVEX.LLIG.F2.0F.W1 m64
EVEX.LLIG.F2.0F.W1 r/m64{er}
EVEX.LLIG.F2.0F.W1 xmm1
EVEX.LLIG.F2.0F.W1 xmm1/m64{er}
EVEX.LLIG.F2.0F.W1 xmm1/m64{sae}
EVEX.LLIG.F2.0F.W1 xmm2
EVEX.LLIG.F2.0F.W1 xmm3
EVEX.LLIG.F2.0F.W1 xmm3/m64 {er}
EVEX.LLIG.F2.0F.W1 xmm3/m64{er}
EVEX.LLIG.F2.0F.W1 xmm3/m64{sae}
EVEX.LLIG.F2.0F38.W0 9B /rV4FMADDSS xmm1{k1}{z}
EVEX.LLIG.F2.0F38.W0 AB /rV4FNMADDSS xmm1{k1}{z}
EVEX.LLIG.F2.0F38.W0 m128
EVEX.LLIG.F2.0F38.W0 xmm2+3
EVEX.LLIG.F2.MAP5.W1 5A /rVCVTSD2SH xmm1{k1}{z}
EVEX.LLIG.F2.MAP5.W1 xmm2
EVEX.LLIG.F2.MAP5.W1 xmm3/m64 {er}
EVEX.LLIG.F2.MAP6.W0 57 /rVFCMADDCSH xmm1{k1}{z}
EVEX.LLIG.F2.MAP6.W0 D7 /rVFCMULCSH xmm1{k1}{z}
EVEX.LLIG.F2.MAP6.W0 xmm2
EVEX.LLIG.F2.MAP6.W0 xmm3/m32 {er}
EVEX.LLIG.F3.0F.W0 10 /rVMOVSS xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 11 /rVMOVSS m32 {k1}
EVEX.LLIG.F3.0F.W0 11 /rVMOVSS xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 2A /rVCVTSI2SS xmm1
EVEX.LLIG.F3.0F.W0 2C /rVCVTTSS2SI r32
EVEX.LLIG.F3.0F.W0 2D /rVCVTSS2SI r32
EVEX.LLIG.F3.0F.W0 51 /rVSQRTSS xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 58 /rVADDSS xmm1{k1}{z}
EVEX.LLIG.F3.0F.W0 59 /rVMULSS xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 5A /rVCVTSS2SD xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 5C /rVSUBSS xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 5D /rVMINSS xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 5E /rVDIVSS xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 5F /rVMAXSS xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 78 /rVCVTTSS2USI r32
EVEX.LLIG.F3.0F.W0 79 /rVCVTSS2USI r32
EVEX.LLIG.F3.0F.W0 7B /rVCVTUSI2SS xmm1
EVEX.LLIG.F3.0F.W0 C2 /r ibVCMPSS k1 {k2}
EVEX.LLIG.F3.0F.W0 imm8
EVEX.LLIG.F3.0F.W0 m32
EVEX.LLIG.F3.0F.W0 r/m32{er}
EVEX.LLIG.F3.0F.W0 xmm1
EVEX.LLIG.F3.0F.W0 xmm1/m32{er}
EVEX.LLIG.F3.0F.W0 xmm1/m32{sae}
EVEX.LLIG.F3.0F.W0 xmm2
EVEX.LLIG.F3.0F.W0 xmm3
EVEX.LLIG.F3.0F.W0 xmm3/m32 {er}
EVEX.LLIG.F3.0F.W0 xmm3/m32{er}
EVEX.LLIG.F3.0F.W0 xmm3/m32{sae}
EVEX.LLIG.F3.0F.W1 2A /rVCVTSI2SS xmm1
EVEX.LLIG.F3.0F.W1 2C /rVCVTTSS2SI r64
EVEX.LLIG.F3.0F.W1 2D /rVCVTSS2SI r64
EVEX.LLIG.F3.0F.W1 78 /rVCVTTSS2USI r64
EVEX.LLIG.F3.0F.W1 79 /rVCVTSS2USI r64
EVEX.LLIG.F3.0F.W1 7B /rVCVTUSI2SS xmm1
EVEX.LLIG.F3.0F.W1 r/m64{er}
EVEX.LLIG.F3.0F.W1 xmm1/m32{er}
EVEX.LLIG.F3.0F.W1 xmm1/m32{sae}
EVEX.LLIG.F3.0F.W1 xmm2
EVEX.LLIG.F3.0F3A.W0 C2 /r /ibVCMPSH k1{k2}
EVEX.LLIG.F3.0F3A.W0 imm8
EVEX.LLIG.F3.0F3A.W0 xmm2
EVEX.LLIG.F3.0F3A.W0 xmm3/m16 {sae}
EVEX.LLIG.F3.MAP5.W0 10 /rVMOVSH xmm1{k1}{z}
EVEX.LLIG.F3.MAP5.W0 11 /rVMOVSH m16{k1}
EVEX.LLIG.F3.MAP5.W0 11 /rVMOVSH xmm1{k1}{z}
EVEX.LLIG.F3.MAP5.W0 2A /rVCVTSI2SH xmm1
EVEX.LLIG.F3.MAP5.W0 2C /rVCVTTSH2SI r32
EVEX.LLIG.F3.MAP5.W0 2D /rVCVTSH2SI r32
EVEX.LLIG.F3.MAP5.W0 51 /rVSQRTSH xmm1{k1}{z}
EVEX.LLIG.F3.MAP5.W0 58 /rVADDSH xmm1{k1}{z}
EVEX.LLIG.F3.MAP5.W0 59 /rVMULSH xmm1{k1}{z}
EVEX.LLIG.F3.MAP5.W0 5A /rVCVTSH2SD xmm1{k1}{z}
EVEX.LLIG.F3.MAP5.W0 5C /rVSUBSH xmm1{k1}{z}
EVEX.LLIG.F3.MAP5.W0 5D /rVMINSH xmm1{k1}{z}
EVEX.LLIG.F3.MAP5.W0 5E /rVDIVSH xmm1{k1}{z}
EVEX.LLIG.F3.MAP5.W0 5F /rVMAXSH xmm1{k1}{z}
EVEX.LLIG.F3.MAP5.W0 78 /rVCVTTSH2USI r32
EVEX.LLIG.F3.MAP5.W0 79 /rVCVTSH2USI r32
EVEX.LLIG.F3.MAP5.W0 7B /rVCVTUSI2SH xmm1
EVEX.LLIG.F3.MAP5.W0 m16
EVEX.LLIG.F3.MAP5.W0 r32/m32 {er}
EVEX.LLIG.F3.MAP5.W0 xmm1
EVEX.LLIG.F3.MAP5.W0 xmm1/m16 {er}
EVEX.LLIG.F3.MAP5.W0 xmm1/m16 {sae}
EVEX.LLIG.F3.MAP5.W0 xmm2
EVEX.LLIG.F3.MAP5.W0 xmm3
EVEX.LLIG.F3.MAP5.W0 xmm3/m16 {er}
EVEX.LLIG.F3.MAP5.W0 xmm3/m16 {sae}
EVEX.LLIG.F3.MAP5.W1 2A /rVCVTSI2SH xmm1
EVEX.LLIG.F3.MAP5.W1 2C /rVCVTTSH2SI r64
EVEX.LLIG.F3.MAP5.W1 2D /rVCVTSH2SI r64
EVEX.LLIG.F3.MAP5.W1 78 /rVCVTTSH2USI r64
EVEX.LLIG.F3.MAP5.W1 79 /rVCVTSH2USI r64
EVEX.LLIG.F3.MAP5.W1 7B /rVCVTUSI2SH xmm1
EVEX.LLIG.F3.MAP5.W1 r64/m64 {er}
EVEX.LLIG.F3.MAP5.W1 xmm1/m16 {er}
EVEX.LLIG.F3.MAP5.W1 xmm1/m16 {sae}
EVEX.LLIG.F3.MAP5.W1 xmm2
EVEX.LLIG.F3.MAP6.W0 57 /rVFMADDCSH xmm1{k1}{z}
EVEX.LLIG.F3.MAP6.W0 D7 /rVFMULCSH xmm1{k1}{z}
EVEX.LLIG.F3.MAP6.W0 xmm2
EVEX.LLIG.F3.MAP6.W0 xmm3/m32 {er}
EVEX.LLIG.NP.0F3A.W0 0A /r /ibVRNDSCALESH xmm1{k1}{z}
EVEX.LLIG.NP.0F3A.W0 27 /r /ibVGETMANTSH xmm1{k1}{z}
EVEX.LLIG.NP.0F3A.W0 57 /r /ibVREDUCESH xmm1{k1}{z}
EVEX.LLIG.NP.0F3A.W0 67 /r /ibVFPCLASSSH k1{k2}
EVEX.LLIG.NP.0F3A.W0 imm8
EVEX.LLIG.NP.0F3A.W0 xmm1/m16
EVEX.LLIG.NP.0F3A.W0 xmm2
EVEX.LLIG.NP.0F3A.W0 xmm3/m16 {sae}
EVEX.LLIG.NP.MAP5.W0 1D /rVCVTSS2SH xmm1{k1}{z}
EVEX.LLIG.NP.MAP5.W0 2E /rVUCOMISH xmm1
EVEX.LLIG.NP.MAP5.W0 2F /rVCOMISH xmm1
EVEX.LLIG.NP.MAP5.W0 xmm2
EVEX.LLIG.NP.MAP5.W0 xmm2/m16 {sae}
EVEX.LLIG.NP.MAP5.W0 xmm3/m32 {er}
EVEX.LLIG.NP.MAP6.W0 13 /rVCVTSH2SS xmm1{k1}{z}
EVEX.LLIG.NP.MAP6.W0 xmm2
EVEX.LLIG.NP.MAP6.W0 xmm3/m16 {sae}
EVEX.NDS.128.F2.0F38.W0 68 /rVP2INTERSECTD k1+1
EVEX.NDS.128.F2.0F38.W0 xmm2
EVEX.NDS.128.F2.0F38.W0 xmm3/m128/m32bcst
EVEX.NDS.128.F2.0F38.W1 68 /rVP2INTERSECTQ k1+1
EVEX.NDS.128.F2.0F38.W1 xmm2
EVEX.NDS.128.F2.0F38.W1 xmm3/m128/m64bcst
EVEX.NDS.256.F2.0F38.W0 68 /rVP2INTERSECTD k1+1
EVEX.NDS.256.F2.0F38.W0 ymm2
EVEX.NDS.256.F2.0F38.W0 ymm3/m256/m32bcst
EVEX.NDS.256.F2.0F38.W1 68 /rVP2INTERSECTQ k1+1
EVEX.NDS.256.F2.0F38.W1 ymm2
EVEX.NDS.256.F2.0F38.W1 ymm3/m256/m64bcst
EVEX.NDS.512.F2.0F38.W0 68 /rVP2INTERSECTD k1+1
EVEX.NDS.512.F2.0F38.W0 zmm2
EVEX.NDS.512.F2.0F38.W0 zmm3/m512/m32bcst
EVEX.NDS.512.F2.0F38.W1 68 /rVP2INTERSECTQ k1+1
EVEX.NDS.512.F2.0F38.W1 zmm2
EVEX.NDS.512.F2.0F38.W1 zmm3/m512/m64bcst
F16C
F2 0F 01 C6RDMSRLIST
F2 0F 01 E8XSUSLDTRK
F2 0F 01 E9XRESLDTRK
F2 0F 10 /rMOVSD xmm1
F2 0F 11 /rMOVSD xmm1/m64
F2 0F 12 /rMOVDDUP xmm1
F2 0F 1A /rBNDCU bnd
F2 0F 1B /rBNDCN bnd
F2 0F 2A /rCVTSI2SD xmm1
F2 0F 2C /rCVTTSD2SI r32
F2 0F 2D /rCVTSD2SI r32
F2 0F 38 F0 /r
F2 0F 38 F1 /r
F2 0F 38 F8 !(11):rrr:bbbENQCMD r32/r64
F2 0F 51/rSQRTSD xmm1
F2 0F 58 /rADDSD xmm1
F2 0F 59 /rMULSD xmm1
F2 0F 5A /rCVTSD2SS xmm1
F2 0F 5C /rSUBSD xmm1
F2 0F 5D /rMINSD xmm1
F2 0F 5E /rDIVSD xmm1
F2 0F 5F /rMAXSD xmm1
F2 0F 70 /r ibPSHUFLW xmm1
F2 0F 7C /rHADDPS xmm1
F2 0F 7D /rHSUBPS xmm1
F2 0F AE /6UMWAIT r32
F2 0F C2 /r ibCMPSD xmm1
F2 0F D0 /rADDSUBPS xmm1
F2 0F E6 /rCVTPD2DQ xmm1
F2 0F F0 /rLDDQU xmm1
F2 <eax>
F2 <edx>
F2 REX.W 0F 2A /rCVTSI2SD xmm1
F2 REX.W 0F 2C /rCVTTSD2SI r64
F2 REX.W 0F 2D /rCVTSD2SI r64
F2 REX.W 0F 38 F0 /r
F2 REX.W 0F 38 F1 /r
F2 imm8
F2 m512
F2 m64
F2 mem
F2 r/m32
F2 r/m64
F2 r32/m32
F2 xmm1/m64
F2 xmm2
F2 xmm2/m128
F2 xmm2/m64
F2XACQUIRE
F2XM1
F3 /5
F3 0F 01 /5 (mod!=11
F3 0F 01 C6WRMSRLIST
F3 0F 01 E8SETSSBSY
F3 0F 01 EASAVEPREVSSP
F3 0F 01 ECUIRET
F3 0F 01 EDTESTUI
F3 0F 01 EECLUI
F3 0F 01 EFSTUI
F3 0F 09WBNOINVD
F3 0F 10 /rMOVSS xmm1
F3 0F 11 /rMOVSS xmm2/m32
F3 0F 12 /rMOVSLDUP xmm1
F3 0F 16 /rMOVSHDUP xmm1
F3 0F 1A /rBNDCL bnd
F3 0F 1B /rBNDMK bnd
F3 0F 1E /1 (mod=11) RDSSPD r32
F3 0F 1E FAENDBR64
F3 0F 1E FBENDBR32
F3 0F 2A /rCVTSI2SS xmm1
F3 0F 2C /rCVTTSS2SI r32
F3 0F 2D /rCVTSS2SI r32
F3 0F 38 D8 !(11):000:bbb AES- ENCWIDE128KL m384
F3 0F 38 D8 !(11):001:bbb AES- DECWIDE128KL m384
F3 0F 38 D8 !(11):010:bbb AES- ENCWIDE256KL m512
F3 0F 38 D8 !(11):011:bbb AES- DECWIDE256KL m512
F3 0F 38 DC !(11):rrr:bbbAESENC128KL xmm
F3 0F 38 DC 11:rrr:bbbLOADIWKEY xmm1
F3 0F 38 DD !(11):rrr:bbbAESDEC128KL xmm
F3 0F 38 DE !(11):rrr:bbbAESENC256KL xmm
F3 0F 38 DF !(11):rrr:bbbAESDEC256KL xmm
F3 0F 38 F6 /rADOX r32
F3 0F 38 F8 !(11):rrr:bbbENQCMDS r32/r64
F3 0F 38 FA 11:rrr:bbbENCODEKEY128 r32
F3 0F 38 FB 11:rrr:bbbENCODEKEY256 r32
F3 0F 3A F0 C0 /ibHRESET imm8
F3 0F 51 /rSQRTSS xmm1
F3 0F 52 /rRSQRTSS xmm1
F3 0F 53 /rRCPSS xmm1
F3 0F 58 /rADDSS xmm1
F3 0F 59 /rMULSS xmm1
F3 0F 5A /rCVTSS2SD xmm1
F3 0F 5B /rCVTTPS2DQ xmm1
F3 0F 5C /rSUBSS xmm1
F3 0F 5D /rMINSS xmm1
F3 0F 5E /rDIVSS xmm1
F3 0F 5F /rMAXSS xmm1
F3 0F 6F /rMOVDQU xmm1
F3 0F 70 /r ibPSHUFHW xmm1
F3 0F 7E /rMOVQ xmm1
F3 0F 7F /rMOVDQU xmm2/m128
F3 0F AE /0RDFSBASE r32
F3 0F AE /1RDGSBASE r32
F3 0F AE /2WRFSBASE r32
F3 0F AE /3WRGSBASE r32
F3 0F AE /4PTWRITE r32/m32
F3 0F AE /5INCSSPD r32
F3 0F AE /6CLRSSBSY m64
F3 0F AE /6UMONITOR r16/r32/r64
F3 0F BC /rTZCNT r16
F3 0F BC /rTZCNT r32
F3 0F BD /rLZCNT r16
F3 0F BD /rLZCNT r32
F3 0F C2 /r ibCMPSS xmm1
F3 0F C7 /6SENDUIPI reg
F3 0F C7 /7RDPID r32
F3 0F C7 /7RDPID r64
F3 0F D6 /rMOVQ2DQ xmm
F3 0F E6 /rCVTDQ2PD xmm1
F3 <EAX>
F3 <XMM0-2>
F3 <XMM0-7>
F3 <XMM0>
F3 <XMM4-6>
F3 REX.W 0F 1E /1 (mod=11) RDSSPQ r64
F3 REX.W 0F 2A /rCVTSI2SS xmm1
F3 REX.W 0F 2C /rCVTTSS2SI r64
F3 REX.W 0F 2D /rCVTSS2SI r64
F3 REX.W 0F AE /0RDFSBASE r64
F3 REX.W 0F AE /1RDGSBASE r64
F3 REX.W 0F AE /2WRFSBASE r64
F3 REX.W 0F AE /3WRGSBASE r64
F3 REX.W 0F AE /4PTWRITE r64/m64
F3 REX.W 0F AE /5INCSSPQ r64
F3 REX.W 0F BC /rTZCNT r64
F3 REX.W 0F BD /rLZCNT r64
F3 REX.w 0F 38 F6 /rADOX r64
F3 imm8
F3 m32
F3 m384
F3 m512
F3 m64
F3 memory only) RSTORSSP m64
F3 mm
F3 r/m16
F3 r/m32
F3 r/m64
F3 r32
F3 r32 <XMM0-6>
F3 xmm1
F3 xmm1/m32
F3 xmm2
F3 xmm2/m128
F3 xmm2/m32
F3 xmm2/m64
F3XRELEASE
FABS
FADD ST(0)
FADD ST(i)
FADD m32fp
FADD m64fp
FADDP
FADDP ST(0)
FADDP ST(i)
FBLD m80bcd
FBSTP m80bcd
FCHS
FCLEX
FCMOVB ST(0)
FCMOVB ST(i)
FCMOVBE ST(0)
FCMOVBE ST(i)
FCMOVE ST(0)
FCMOVE ST(i)
FCMOVNB ST(0)
FCMOVNB ST(i)
FCMOVNBE ST(0)
FCMOVNBE ST(i)
FCMOVNE ST(0)
FCMOVNE ST(i)
FCMOVNU ST(0)
FCMOVNU ST(i)
FCMOVU ST(0)
FCMOVU ST(i)
FCOM
FCOM ST(i)
FCOM m32fp
FCOM m64fp
FCOMI ST
FCOMI ST(i)
FCOMIP ST
FCOMIP ST(i)
FCOMP
FCOMP ST(i)
FCOMP m32fp
FCOMP m64fp
FCOMPP
FCOS
FDECSTP
FDIV ST(0)
FDIV ST(i)
FDIV m32fp
FDIV m64fp
FDIVP
FDIVP ST(0)
FDIVP ST(i)
FDIVR ST(0)
FDIVR ST(i)
FDIVR m32fp
FDIVR m64fp
FDIVRP
FDIVRP ST(0)
FDIVRP ST(i)
FFREE ST(i)
FIADD m16int
FIADD m32int
FICOM m16int
FICOM m32int
FICOMP m16int
FICOMP m32int
FIDIV m16int
FIDIV m32int
FIDIVR m16int
FIDIVR m32int
FILD m16int
FILD m32int
FILD m64int
FIMUL m16int
FIMUL m32int
FINCSTP
FINIT
FIST m16int
FIST m32int
FISTP m16int
FISTP m32int
FISTP m64int
FISTTP m16int
FISTTP m32int
FISTTP m64int
FISUB m16int
FISUB m32int
FISUBR m16int
FISUBR m32int
FLD ST(i)
FLD m32fp
FLD m64fp
FLD m80fp
FLD1
FLDCW m2byte
FLDENV m14/28byte
FLDL2E
FLDL2T
FLDLG2
FLDLN2
FLDPI
FLDZ
FMUL ST(0)
FMUL ST(i)
FMUL m32fp
FMUL m64fp
FMULP
FMULP ST(0)
FMULP ST(i)
FNCLEX1
FNINIT1
FNOP
FNSAVE1 m94/108byte
FNSTCW1 m2byte
FNSTENV1 m14/28byte
FNSTSW1 AX
FNSTSW1 m2byte
FP Load+Op
FP Scalar/Partial Vector
FP Vector Load+op
FPATAN
FPREM
FPREM1
FPTAN
FRNDINT
FRSTOR m94/108byte
FS segment override
FS:r16/r32 with far pointer from memory
FS:r64 with far pointer from memory
FSAVE m94/108byte
FSCALE
FSIN
FSINCOS
FSQRT
FST ST(i)
FST m32fp
FST m64fp
FSTCW m2byte
FSTENV m14/28byte
FSTP ST(i)
FSTP m32fp
FSTP m64fp
FSTP m80fp
FSTSW AX
FSTSW m2byte
FSUB ST(0)
FSUB ST(i)
FSUB m32fp
FSUB m64fp
FSUBP
FSUBP ST(0)
FSUBP ST(i)
FSUBR ST(0)
FSUBR ST(i)
FSUBR m32fp
FSUBR m64fp
FSUBRP
FSUBRP ST(0)
FSUBRP ST(i)
FTST
FUCOM
FUCOM ST(i)
FUCOMI ST
FUCOMI ST(i)
FUCOMIP ST
FUCOMIP ST(i)
FUCOMP
FUCOMP ST(i)
FUCOMPP
FWAIT
FXAM
FXCH
FXCH ST(i)
FYL2X
FYL2XP1
GETSEC[CAPABILITIES]
GETSEC[ENTERACCS]
GETSEC[EXITAC]
GETSEC[PARAMETERS]
GETSEC[SENTER]
GETSEC[SEXIT]
GETSEC[SMCTRL]
GETSEC[WAKEUP]
GS segment override
GS:r16/r32 with far pointer from memory
GS:r64 with far pointer from memory
HLT
IDIV r/m16
IDIV r/m32
IDIV r/m64
IDIV r/m81
IMUL imm16
IMUL imm32
IMUL imm8
IMUL r/m16
IMUL r/m32
IMUL r/m64
IMUL r/m81
IMUL r16
IMUL r32
IMUL r64
IN AL
IN AX
IN DX
IN EAX
IN imm8
INC r/m16
INC r/m32
INC r/m64
INC r/m81
INC r16
INC r32
INS DX
INS m16
INS m32
INS m8
INSB
INSD
INSW
INT imm8
INT1
INT3
INTO
INVD
INVLPG m
IRET
IRETD
IRETQ
JA rel16
JA rel32
JA rel8
JAE rel16
JAE rel32
JAE rel8
JB rel16
JB rel32
JB rel8
JBE rel16
JBE rel32
JBE rel8
JC rel16
JC rel32
JC rel8
JCXZ rel8
JE rel16
JE rel32
JE rel8
JECXZ rel8
JG rel16
JG rel32
JG rel8
JGE rel16
JGE rel32
JGE rel8
JL rel16
JL rel32
JL rel8
JLE rel16
JLE rel32
JLE rel8
JMP m16:16
JMP m16:32
JMP m16:64
JMP ptr16:16
JMP ptr16:32
JMP r/m16
JMP r/m32
JMP r/m64
JMP rel16
JMP rel32
JMP rel8
JNA rel16
JNA rel32
JNA rel8
JNAE rel16
JNAE rel32
JNAE rel8
JNB rel16
JNB rel32
JNB rel8
JNBE rel16
JNBE rel32
JNBE rel8
JNC rel16
JNC rel32
JNC rel8
JNE rel16
JNE rel32
JNE rel8
JNG rel16
JNG rel32
JNG rel8
JNGE rel16
JNGE rel32
JNGE rel8
JNL rel16
JNL rel32
JNL rel8
JNLE rel16
JNLE rel32
JNLE rel8
JNO rel16
JNO rel32
JNO rel8
JNP rel16
JNP rel32
JNP rel8
JNS rel16
JNS rel32
JNS rel8
JNZ rel16
JNZ rel32
JNZ rel8
JO rel16
JO rel32
JO rel8
JP rel16
JP rel32
JP rel8
JPE rel16
JPE rel32
JPE rel8
JPO rel16
JPO rel32
JPO rel8
JRCXZ rel8
JS rel16
JS rel32
JS rel8
JZ rel16
JZ rel32
JZ rel8
LAHF
LAR r16
LAR r16/m16
LAR r32
LAR r32/m161
LDS m16:16
LDS m16:32
LDS r16
LDS r32
LDTR from memory
LDTR from register
LEA m
LEA r16
LEA r32
LEA r64
LEAVE
LES m16:16
LES m16:32
LES r16
LES r32
LFS m16:16
LFS m16:32
LFS m16:64
LFS r16
LFS r32
LFS r64
LGDT m16&32
LGDT m16&64
LGS m16:16
LGS m16:32
LGS m16:64
LGS r16
LGS r32
LGS r64
LIDT m16&32
LIDT m16&64
LKGS r/m16
LLDT r/m16
LMSW r/m16
LOCK
LODS m16
LODS m32
LODS m64
LODS m8
LODSB
LODSD
LODSQ
LODSW
LOOP rel8
LOOPE rel8
LOOPNE rel8
LSL r16
LSL r16/m16
LSL r32
LSL r32/m161
LSL r64
LSS m16:16
LSS m16:32
LSS m16:64
LSS r16
LSS r32
LSS r64
LTR r/m16
MONITOR
MOV AL
MOV AX
MOV CR8
MOV EAX
MOV RAX
MOV Sreg
MOV Sreg2
MOV imm16
MOV imm32
MOV imm64
MOV imm8
MOV moffs163
MOV moffs323
MOV moffs643
MOV moffs8
MOV moffs81
MOV moffs83
MOV moffset
MOV r/m16
MOV r/m162
MOV r/m32
MOV r/m64
MOV r/m642
MOV r/m81
MOV r16
MOV r16/r32/m16
MOV r32
MOV r64
MOV r64/m16
MOV r81
MOVDQ2Q mm
MOVDQ2Q xmm
MOVNTQ m64
MOVNTQ mm
MOVS m16
MOVS m32
MOVS m64
MOVS m8
MOVSB
MOVSD
MOVSQ
MOVSW
MOVSX r/m16
MOVSX r/m81
MOVSX r16
MOVSX r32
MOVSX r64
MOVSXD r/m16
MOVSXD r/m32
MOVSXD r16
MOVSXD r32
MOVSXD r64
MOVZX r/m16
MOVZX r/m81
MOVZX r16
MOVZX r32
MOVZX r64
MUL r/m16
MUL r/m32
MUL r/m64
MUL r/m81
MWAIT
MXCSR to mem
NEG r/m16
NEG r/m32
NEG r/m64
NEG r/m81
NFx 0F C7 /6RDRAND r16
NFx 0F C7 /6RDRAND r32
NFx 0F C7 /7RDSEED r16
NFx 0F C7 /7RDSEED r32
NFx 66 0F AE /7CLFLUSHOPT m8
NFx REX.W + 0F C7 /6RDRAND r64
NFx REX.W + 0F C7 /7RDSEED r64
NOP
NOP r/m16
NOP r/m32
NOT r/m16
NOT r/m32
NOT r/m64
NOT r/m81
NOTES:
NP 0F 01 C5PCONFIG
NP 0F 01 C6WRMSRNS
NP 0F 01 C7PBNDKB
NP 0F 01 CACLAC
NP 0F 01 CBSTAC
NP 0F 01 D5XEND
NP 0F 01 D6XTEST
NP 0F 01 E8SERIALIZE
NP 0F 01 EFWRPKRU
NP 0F 10 /rMOVUPS xmm1
NP 0F 11 /rMOVUPS xmm2/m128
NP 0F 12 /rMOVHLPS xmm1
NP 0F 12 /rMOVLPS xmm1
NP 0F 14 /rUNPCKLPS xmm1
NP 0F 15 /rUNPCKHPS xmm1
NP 0F 16 /rMOVHPS xmm1
NP 0F 16 /rMOVLHPS xmm1
NP 0F 17 /rMOVHPS m64
NP 0F 1A /rBNDLDX bnd
NP 0F 1B /rBNDSTX mib
NP 0F 1C /0CLDEMOTE m8
NP 0F 28 /rMOVAPS xmm1
NP 0F 29 /rMOVAPS xmm2/m128
NP 0F 2A /rCVTPI2PS xmm
NP 0F 2B /rMOVNTPS m128
NP 0F 2C /rCVTTPS2PI mm
NP 0F 2D /rCVTPS2PI mm
NP 0F 2E /rUCOMISS xmm1
NP 0F 2F /rCOMISS xmm1
NP 0F 38 00 /r1PSHUFB mm1
NP 0F 38 01 /r1PHADDW mm1
NP 0F 38 02 /rPHADDD mm1
NP 0F 38 03 /r1PHADDSW mm1
NP 0F 38 04 /r1PMADDUBSW mm1
NP 0F 38 05 /r1PHSUBW mm1
NP 0F 38 06 /rPHSUBD mm1
NP 0F 38 07 /r1PHSUBSW mm1
NP 0F 38 08 /r1PSIGNB mm1
NP 0F 38 09 /r1PSIGNW mm1
NP 0F 38 0A /r1PSIGND mm1
NP 0F 38 0B /r1PMULHRSW mm1
NP 0F 38 1C /r1PABSB mm1
NP 0F 38 1D /r1PABSW mm1
NP 0F 38 1E /r1PABSD mm1
NP 0F 38 C8 /rSHA1NEXTE xmm1
NP 0F 38 C9 /rSHA1MSG1 xmm1
NP 0F 38 CA /rSHA1MSG2 xmm1
NP 0F 38 CB /rSHA256RNDS2 xmm1
NP 0F 38 CC /rSHA256MSG1 xmm1
NP 0F 38 CD /rSHA256MSG2 xmm1
NP 0F 38 F9 /rMOVDIRI m32
NP 0F 3A 0F /r ib1PALIGNR mm1
NP 0F 3A CC /r ibSHA1RNDS4 xmm1
NP 0F 50 /rMOVMSKPS reg
NP 0F 51 /rSQRTPS xmm1
NP 0F 52 /rRSQRTPS xmm1
NP 0F 53 /rRCPPS xmm1
NP 0F 54 /rANDPS xmm1
NP 0F 55 /rANDNPS xmm1
NP 0F 56 /rORPS xmm1
NP 0F 57 /rXORPS xmm1
NP 0F 58 /rADDPS xmm1
