Original,Opcode,Instruction
EVEX.512.66.MAP6.W0 zmm3/m512/m16bcst {er},,EVEX.512.66.MAP6.W0 zmm3/m16bcst {er}
EVEX.512.66.MAP6.W0 zmm3/m512/m16bcst {er},,EVEX.512.66.MAP6.W0 m512/m16bcst {er}
EVEX.512.F2.0F.W0 6F /rVMOVDQU8 zmm1 {k1}{z},EVEX.512.F2.0F.W0 6F /r,VMOVDQU8 zmm1 {k1}{z}
EVEX.512.F2.0F.W0 7A /rVCVTUDQ2PS zmm1 {k1}{z},EVEX.512.F2.0F.W0 7A /r,VCVTUDQ2PS zmm1 {k1}{z}
EVEX.512.F2.0F.W0 7F /rVMOVDQU8 zmm2/m512 {k1}{z},EVEX.512.F2.0F.W0 7F /r,VMOVDQU8 zmm2 {k1}{z}
EVEX.512.F2.0F.W0 7F /rVMOVDQU8 zmm2/m512 {k1}{z},EVEX.512.F2.0F.W0 7F /r,VMOVDQU8 m512 {k1}{z}
EVEX.512.F2.0F.W0 zmm1,,EVEX.512.F2.0F.W0 zmm1
EVEX.512.F2.0F.W0 zmm2/m512,,EVEX.512.F2.0F.W0 zmm2
EVEX.512.F2.0F.W0 zmm2/m512,,EVEX.512.F2.0F.W0 m512
EVEX.512.F2.0F.W0 zmm2/m512/m32bcst {er},,EVEX.512.F2.0F.W0 zmm2/m32bcst {er}
EVEX.512.F2.0F.W0 zmm2/m512/m32bcst {er},,EVEX.512.F2.0F.W0 m512/m32bcst {er}
EVEX.512.F2.0F.W1 12 /rVMOVDDUP zmm1 {k1}{z},EVEX.512.F2.0F.W1 12 /r,VMOVDDUP zmm1 {k1}{z}
EVEX.512.F2.0F.W1 6F /rVMOVDQU16 zmm1 {k1}{z},EVEX.512.F2.0F.W1 6F /r,VMOVDQU16 zmm1 {k1}{z}
EVEX.512.F2.0F.W1 7A /rVCVTUQQ2PS ymm1 {k1}{z},EVEX.512.F2.0F.W1 7A /r,VCVTUQQ2PS ymm1 {k1}{z}
EVEX.512.F2.0F.W1 7F /rVMOVDQU16 zmm2/m512 {k1}{z},EVEX.512.F2.0F.W1 7F /r,VMOVDQU16 zmm2 {k1}{z}
EVEX.512.F2.0F.W1 7F /rVMOVDQU16 zmm2/m512 {k1}{z},EVEX.512.F2.0F.W1 7F /r,VMOVDQU16 m512 {k1}{z}
EVEX.512.F2.0F.W1 E6 /rVCVTPD2DQ ymm1 {k1}{z},EVEX.512.F2.0F.W1 E6 /r,VCVTPD2DQ ymm1 {k1}{z}
EVEX.512.F2.0F.W1 zmm1,,EVEX.512.F2.0F.W1 zmm1
EVEX.512.F2.0F.W1 zmm2/m512,,EVEX.512.F2.0F.W1 zmm2
EVEX.512.F2.0F.W1 zmm2/m512,,EVEX.512.F2.0F.W1 m512
EVEX.512.F2.0F.W1 zmm2/m512/m64bcst {er},,EVEX.512.F2.0F.W1 zmm2/m64bcst {er}
EVEX.512.F2.0F.W1 zmm2/m512/m64bcst {er},,EVEX.512.F2.0F.W1 m512/m64bcst {er}
EVEX.512.F2.0F.WIG 70 /r ibVPSHUFLW zmm1 {k1}{z},,EVEX.512.F2.0F.WIG 70 /r ibVPSHUFLW zmm1 {k1}{z}
EVEX.512.F2.0F.WIG imm8,,EVEX.512.F2.0F.WIG imm8
EVEX.512.F2.0F.WIG zmm2/m512,,EVEX.512.F2.0F.WIG zmm2
EVEX.512.F2.0F.WIG zmm2/m512,,EVEX.512.F2.0F.WIG m512
EVEX.512.F2.0F38.W0 52 /rVP4DPWSSD zmm1{k1}{z},EVEX.512.F2.0F38.W0 52 /r,VP4DPWSSD zmm1{k1}{z}
EVEX.512.F2.0F38.W0 53 /rVP4DPWSSDS zmm1{k1}{z},EVEX.512.F2.0F38.W0 53 /r,VP4DPWSSDS zmm1{k1}{z}
EVEX.512.F2.0F38.W0 72 /rVCVTNE2PS2BF16 zmm1{k1}{z},EVEX.512.F2.0F38.W0 72 /r,VCVTNE2PS2BF16 zmm1{k1}{z}
EVEX.512.F2.0F38.W0 9A /rV4FMADDPS zmm1{k1}{z},EVEX.512.F2.0F38.W0 9A /r,V4FMADDPS zmm1{k1}{z}
EVEX.512.F2.0F38.W0 AA /rV4FNMADDPS zmm1{k1}{z},EVEX.512.F2.0F38.W0 AA /r,V4FNMADDPS zmm1{k1}{z}
EVEX.512.F2.0F38.W0 m128,,EVEX.512.F2.0F38.W0 m128
EVEX.512.F2.0F38.W0 zmm2,,EVEX.512.F2.0F38.W0 zmm2
EVEX.512.F2.0F38.W0 zmm2+3,,EVEX.512.F2.0F38.W0 zmm2+3
EVEX.512.F2.0F38.W0 zmm3/m512/m32bcst,,EVEX.512.F2.0F38.W0 zmm3/m32bcst
EVEX.512.F2.0F38.W0 zmm3/m512/m32bcst,,EVEX.512.F2.0F38.W0 m512/m32bcst
EVEX.512.F2.MAP5.W0 7A /rVCVTUDQ2PH ymm1{k1}{z},EVEX.512.F2.MAP5.W0 7A /r,VCVTUDQ2PH ymm1{k1}{z}
EVEX.512.F2.MAP5.W0 7D /rVCVTUW2PH zmm1{k1}{z},EVEX.512.F2.MAP5.W0 7D /r,VCVTUW2PH zmm1{k1}{z}
EVEX.512.F2.MAP5.W0 zmm2/m512/m16bcst {er},,EVEX.512.F2.MAP5.W0 zmm2/m16bcst {er}
EVEX.512.F2.MAP5.W0 zmm2/m512/m16bcst {er},,EVEX.512.F2.MAP5.W0 m512/m16bcst {er}
EVEX.512.F2.MAP5.W0 zmm2/m512/m32bcst {er},,EVEX.512.F2.MAP5.W0 zmm2/m32bcst {er}
EVEX.512.F2.MAP5.W0 zmm2/m512/m32bcst {er},,EVEX.512.F2.MAP5.W0 m512/m32bcst {er}
EVEX.512.F2.MAP5.W1 7A /rVCVTUQQ2PH xmm1{k1}{z},EVEX.512.F2.MAP5.W1 7A /r,VCVTUQQ2PH xmm1{k1}{z}
EVEX.512.F2.MAP5.W1 zmm2/m512/m64bcst {er},,EVEX.512.F2.MAP5.W1 zmm2/m64bcst {er}
EVEX.512.F2.MAP5.W1 zmm2/m512/m64bcst {er},,EVEX.512.F2.MAP5.W1 m512/m64bcst {er}
EVEX.512.F2.MAP6.W0 56 /rVFCMADDCPH zmm1{k1}{z},EVEX.512.F2.MAP6.W0 56 /r,VFCMADDCPH zmm1{k1}{z}
EVEX.512.F2.MAP6.W0 D6 /rVFCMULCPH zmm1{k1}{z},EVEX.512.F2.MAP6.W0 D6 /r,VFCMULCPH zmm1{k1}{z}
EVEX.512.F2.MAP6.W0 zmm2,,EVEX.512.F2.MAP6.W0 zmm2
EVEX.512.F2.MAP6.W0 zmm3/m512/m32bcst {er},,EVEX.512.F2.MAP6.W0 zmm3/m32bcst {er}
EVEX.512.F2.MAP6.W0 zmm3/m512/m32bcst {er},,EVEX.512.F2.MAP6.W0 m512/m32bcst {er}
EVEX.512.F3.0F.W0 12 /rVMOVSLDUP zmm1 {k1}{z},EVEX.512.F3.0F.W0 12 /r,VMOVSLDUP zmm1 {k1}{z}
EVEX.512.F3.0F.W0 16 /rVMOVSHDUP zmm1 {k1}{z},EVEX.512.F3.0F.W0 16 /r,VMOVSHDUP zmm1 {k1}{z}
EVEX.512.F3.0F.W0 5B /rVCVTTPS2DQ zmm1 {k1}{z},EVEX.512.F3.0F.W0 5B /r,VCVTTPS2DQ zmm1 {k1}{z}
EVEX.512.F3.0F.W0 6F /rVMOVDQU32 zmm1 {k1}{z},EVEX.512.F3.0F.W0 6F /r,VMOVDQU32 zmm1 {k1}{z}
EVEX.512.F3.0F.W0 7A /rVCVTUDQ2PD zmm1 {k1}{z},EVEX.512.F3.0F.W0 7A /r,VCVTUDQ2PD zmm1 {k1}{z}
EVEX.512.F3.0F.W0 7F /rVMOVDQU32 zmm2/m512 {k1}{z},EVEX.512.F3.0F.W0 7F /r,VMOVDQU32 zmm2 {k1}{z}
EVEX.512.F3.0F.W0 7F /rVMOVDQU32 zmm2/m512 {k1}{z},EVEX.512.F3.0F.W0 7F /r,VMOVDQU32 m512 {k1}{z}
EVEX.512.F3.0F.W0 E6 /rVCVTDQ2PD zmm1 {k1}{z},EVEX.512.F3.0F.W0 E6 /r,VCVTDQ2PD zmm1 {k1}{z}
EVEX.512.F3.0F.W0 ymm2/m256/m32bcst,,EVEX.512.F3.0F.W0 ymm2/m32bcst
EVEX.512.F3.0F.W0 ymm2/m256/m32bcst,,EVEX.512.F3.0F.W0 m256/m32bcst
EVEX.512.F3.0F.W0 zmm1,,EVEX.512.F3.0F.W0 zmm1
EVEX.512.F3.0F.W0 zmm2/m512,,EVEX.512.F3.0F.W0 zmm2
EVEX.512.F3.0F.W0 zmm2/m512,,EVEX.512.F3.0F.W0 m512
EVEX.512.F3.0F.W0 zmm2/m512/m32bcst {sae},,EVEX.512.F3.0F.W0 zmm2/m32bcst {sae}
EVEX.512.F3.0F.W0 zmm2/m512/m32bcst {sae},,EVEX.512.F3.0F.W0 m512/m32bcst {sae}
EVEX.512.F3.0F.W1 6F /rVMOVDQU64 zmm1 {k1}{z},EVEX.512.F3.0F.W1 6F /r,VMOVDQU64 zmm1 {k1}{z}
EVEX.512.F3.0F.W1 7A /rVCVTUQQ2PD zmm1 {k1}{z},EVEX.512.F3.0F.W1 7A /r,VCVTUQQ2PD zmm1 {k1}{z}
EVEX.512.F3.0F.W1 7F /rVMOVDQU64 zmm2/m512 {k1}{z},EVEX.512.F3.0F.W1 7F /r,VMOVDQU64 zmm2 {k1}{z}
EVEX.512.F3.0F.W1 7F /rVMOVDQU64 zmm2/m512 {k1}{z},EVEX.512.F3.0F.W1 7F /r,VMOVDQU64 m512 {k1}{z}
EVEX.512.F3.0F.W1 E6 /rVCVTQQ2PD zmm1 {k1}{z},EVEX.512.F3.0F.W1 E6 /r,VCVTQQ2PD zmm1 {k1}{z}
EVEX.512.F3.0F.W1 zmm1,,EVEX.512.F3.0F.W1 zmm1
EVEX.512.F3.0F.W1 zmm2/m512,,EVEX.512.F3.0F.W1 zmm2
EVEX.512.F3.0F.W1 zmm2/m512,,EVEX.512.F3.0F.W1 m512
EVEX.512.F3.0F.W1 zmm2/m512/m64bcst {er},,EVEX.512.F3.0F.W1 zmm2/m64bcst {er}
EVEX.512.F3.0F.W1 zmm2/m512/m64bcst {er},,EVEX.512.F3.0F.W1 m512/m64bcst {er}
EVEX.512.F3.0F.WIG 70 /r ibVPSHUFHW zmm1 {k1}{z},,EVEX.512.F3.0F.WIG 70 /r ibVPSHUFHW zmm1 {k1}{z}
EVEX.512.F3.0F.WIG imm8,,EVEX.512.F3.0F.WIG imm8
EVEX.512.F3.0F.WIG zmm2/m512,,EVEX.512.F3.0F.WIG zmm2
EVEX.512.F3.0F.WIG zmm2/m512,,EVEX.512.F3.0F.WIG m512
EVEX.512.F3.0F38.W0 10 /rVPMOVUSWB ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 10 /r,VPMOVUSWB ymm1 {k1}{z}
EVEX.512.F3.0F38.W0 10 /rVPMOVUSWB ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 10 /r,VPMOVUSWB m256 {k1}{z}
EVEX.512.F3.0F38.W0 11 /rVPMOVUSDB xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 11 /r,VPMOVUSDB xmm1 {k1}{z}
EVEX.512.F3.0F38.W0 11 /rVPMOVUSDB xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 11 /r,VPMOVUSDB m128 {k1}{z}
EVEX.512.F3.0F38.W0 12 /rVPMOVUSQB xmm1/m64 {k1}{z},EVEX.512.F3.0F38.W0 12 /r,VPMOVUSQB xmm1 {k1}{z}
EVEX.512.F3.0F38.W0 12 /rVPMOVUSQB xmm1/m64 {k1}{z},EVEX.512.F3.0F38.W0 12 /r,VPMOVUSQB m64 {k1}{z}
EVEX.512.F3.0F38.W0 13 /rVPMOVUSDW ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 13 /r,VPMOVUSDW ymm1 {k1}{z}
EVEX.512.F3.0F38.W0 13 /rVPMOVUSDW ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 13 /r,VPMOVUSDW m256 {k1}{z}
EVEX.512.F3.0F38.W0 14 /rVPMOVUSQW xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 14 /r,VPMOVUSQW xmm1 {k1}{z}
EVEX.512.F3.0F38.W0 14 /rVPMOVUSQW xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 14 /r,VPMOVUSQW m128 {k1}{z}
EVEX.512.F3.0F38.W0 15 /rVPMOVUSQD ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 15 /r,VPMOVUSQD ymm1 {k1}{z}
EVEX.512.F3.0F38.W0 15 /rVPMOVUSQD ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 15 /r,VPMOVUSQD m256 {k1}{z}
EVEX.512.F3.0F38.W0 20 /rVPMOVSWB ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 20 /r,VPMOVSWB ymm1 {k1}{z}
EVEX.512.F3.0F38.W0 20 /rVPMOVSWB ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 20 /r,VPMOVSWB m256 {k1}{z}
EVEX.512.F3.0F38.W0 21 /rVPMOVSDB xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 21 /r,VPMOVSDB xmm1 {k1}{z}
EVEX.512.F3.0F38.W0 21 /rVPMOVSDB xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 21 /r,VPMOVSDB m128 {k1}{z}
EVEX.512.F3.0F38.W0 22 /rVPMOVSQB xmm1/m64 {k1}{z},EVEX.512.F3.0F38.W0 22 /r,VPMOVSQB xmm1 {k1}{z}
EVEX.512.F3.0F38.W0 22 /rVPMOVSQB xmm1/m64 {k1}{z},EVEX.512.F3.0F38.W0 22 /r,VPMOVSQB m64 {k1}{z}
EVEX.512.F3.0F38.W0 23 /rVPMOVSDW ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 23 /r,VPMOVSDW ymm1 {k1}{z}
EVEX.512.F3.0F38.W0 23 /rVPMOVSDW ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 23 /r,VPMOVSDW m256 {k1}{z}
EVEX.512.F3.0F38.W0 24 /rVPMOVSQW xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 24 /r,VPMOVSQW xmm1 {k1}{z}
EVEX.512.F3.0F38.W0 24 /rVPMOVSQW xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 24 /r,VPMOVSQW m128 {k1}{z}
EVEX.512.F3.0F38.W0 25 /rVPMOVSQD ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 25 /r,VPMOVSQD ymm1 {k1}{z}
EVEX.512.F3.0F38.W0 25 /rVPMOVSQD ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 25 /r,VPMOVSQD m256 {k1}{z}
EVEX.512.F3.0F38.W0 26 /rVPTESTNMB k2 {k1},EVEX.512.F3.0F38.W0 26 /r,VPTESTNMB k2 {k1}
EVEX.512.F3.0F38.W0 27 /rVPTESTNMD k2 {k1},EVEX.512.F3.0F38.W0 27 /r,VPTESTNMD k2 {k1}
EVEX.512.F3.0F38.W0 28 /rVPMOVM2B zmm1,EVEX.512.F3.0F38.W0 28 /r,VPMOVM2B zmm1
EVEX.512.F3.0F38.W0 29 /rVPMOVB2M k1,EVEX.512.F3.0F38.W0 29 /r,VPMOVB2M k1
EVEX.512.F3.0F38.W0 30 /rVPMOVWB ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 30 /r,VPMOVWB ymm1 {k1}{z}
EVEX.512.F3.0F38.W0 30 /rVPMOVWB ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 30 /r,VPMOVWB m256 {k1}{z}
EVEX.512.F3.0F38.W0 31 /rVPMOVDB xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 31 /r,VPMOVDB xmm1 {k1}{z}
EVEX.512.F3.0F38.W0 31 /rVPMOVDB xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 31 /r,VPMOVDB m128 {k1}{z}
EVEX.512.F3.0F38.W0 32 /rVPMOVQB xmm1/m64 {k1}{z},EVEX.512.F3.0F38.W0 32 /r,VPMOVQB xmm1 {k1}{z}
EVEX.512.F3.0F38.W0 32 /rVPMOVQB xmm1/m64 {k1}{z},EVEX.512.F3.0F38.W0 32 /r,VPMOVQB m64 {k1}{z}
EVEX.512.F3.0F38.W0 33 /rVPMOVDW ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 33 /r,VPMOVDW ymm1 {k1}{z}
EVEX.512.F3.0F38.W0 33 /rVPMOVDW ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 33 /r,VPMOVDW m256 {k1}{z}
EVEX.512.F3.0F38.W0 34 /rVPMOVQW xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 34 /r,VPMOVQW xmm1 {k1}{z}
EVEX.512.F3.0F38.W0 34 /rVPMOVQW xmm1/m128 {k1}{z},EVEX.512.F3.0F38.W0 34 /r,VPMOVQW m128 {k1}{z}
EVEX.512.F3.0F38.W0 35 /rVPMOVQD ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 35 /r,VPMOVQD ymm1 {k1}{z}
EVEX.512.F3.0F38.W0 35 /rVPMOVQD ymm1/m256 {k1}{z},EVEX.512.F3.0F38.W0 35 /r,VPMOVQD m256 {k1}{z}
EVEX.512.F3.0F38.W0 38 /rVPMOVM2D zmm1,EVEX.512.F3.0F38.W0 38 /r,VPMOVM2D zmm1
EVEX.512.F3.0F38.W0 39 /rVPMOVD2M k1,EVEX.512.F3.0F38.W0 39 /r,VPMOVD2M k1
EVEX.512.F3.0F38.W0 3A /rVPBROADCASTMW2D zmm1,EVEX.512.F3.0F38.W0 3A /r,VPBROADCASTMW2D zmm1
EVEX.512.F3.0F38.W0 52 /rVDPBF16PS zmm1{k1}{z},EVEX.512.F3.0F38.W0 52 /r,VDPBF16PS zmm1{k1}{z}
EVEX.512.F3.0F38.W0 72 /rVCVTNEPS2BF16 ymm1{k1}{z},EVEX.512.F3.0F38.W0 72 /r,VCVTNEPS2BF16 ymm1{k1}{z}
EVEX.512.F3.0F38.W0 k1,,EVEX.512.F3.0F38.W0 k1
EVEX.512.F3.0F38.W0 zmm1,,EVEX.512.F3.0F38.W0 zmm1
EVEX.512.F3.0F38.W0 zmm2,,EVEX.512.F3.0F38.W0 zmm2
EVEX.512.F3.0F38.W0 zmm2/m512/m32bcst,,EVEX.512.F3.0F38.W0 zmm2/m32bcst
EVEX.512.F3.0F38.W0 zmm2/m512/m32bcst,,EVEX.512.F3.0F38.W0 m512/m32bcst
EVEX.512.F3.0F38.W0 zmm3/m512,,EVEX.512.F3.0F38.W0 zmm3
EVEX.512.F3.0F38.W0 zmm3/m512,,EVEX.512.F3.0F38.W0 m512
EVEX.512.F3.0F38.W0 zmm3/m512/m32bcst,,EVEX.512.F3.0F38.W0 zmm3/m32bcst
EVEX.512.F3.0F38.W0 zmm3/m512/m32bcst,,EVEX.512.F3.0F38.W0 m512/m32bcst
EVEX.512.F3.0F38.W1 26 /rVPTESTNMW k2 {k1},EVEX.512.F3.0F38.W1 26 /r,VPTESTNMW k2 {k1}
EVEX.512.F3.0F38.W1 27 /rVPTESTNMQ k2 {k1},EVEX.512.F3.0F38.W1 27 /r,VPTESTNMQ k2 {k1}
EVEX.512.F3.0F38.W1 28 /rVPMOVM2W zmm1,EVEX.512.F3.0F38.W1 28 /r,VPMOVM2W zmm1
EVEX.512.F3.0F38.W1 29 /rVPMOVW2M k1,EVEX.512.F3.0F38.W1 29 /r,VPMOVW2M k1
EVEX.512.F3.0F38.W1 2A /rVPBROADCASTMB2Q zmm1,EVEX.512.F3.0F38.W1 2A /r,VPBROADCASTMB2Q zmm1
EVEX.512.F3.0F38.W1 38 /rVPMOVM2Q zmm1,EVEX.512.F3.0F38.W1 38 /r,VPMOVM2Q zmm1
EVEX.512.F3.0F38.W1 39 /rVPMOVQ2M k1,EVEX.512.F3.0F38.W1 39 /r,VPMOVQ2M k1
EVEX.512.F3.0F38.W1 k1,,EVEX.512.F3.0F38.W1 k1
EVEX.512.F3.0F38.W1 zmm1,,EVEX.512.F3.0F38.W1 zmm1
EVEX.512.F3.0F38.W1 zmm2,,EVEX.512.F3.0F38.W1 zmm2
EVEX.512.F3.0F38.W1 zmm3/m512,,EVEX.512.F3.0F38.W1 zmm3
EVEX.512.F3.0F38.W1 zmm3/m512,,EVEX.512.F3.0F38.W1 m512
EVEX.512.F3.0F38.W1 zmm3/m512/m64bcst,,EVEX.512.F3.0F38.W1 zmm3/m64bcst
EVEX.512.F3.0F38.W1 zmm3/m512/m64bcst,,EVEX.512.F3.0F38.W1 m512/m64bcst
EVEX.512.F3.MAP5.W0 5B /rVCVTTPH2DQ zmm1{k1}{z},EVEX.512.F3.MAP5.W0 5B /r,VCVTTPH2DQ zmm1{k1}{z}
EVEX.512.F3.MAP5.W0 7D /rVCVTW2PH zmm1{k1}{z},EVEX.512.F3.MAP5.W0 7D /r,VCVTW2PH zmm1{k1}{z}
EVEX.512.F3.MAP5.W0 ymm2/m256/m16bcst {sae},,EVEX.512.F3.MAP5.W0 ymm2/m16bcst {sae}
EVEX.512.F3.MAP5.W0 ymm2/m256/m16bcst {sae},,EVEX.512.F3.MAP5.W0 m256/m16bcst {sae}
EVEX.512.F3.MAP5.W0 zmm2/m512/m16bcst {er},,EVEX.512.F3.MAP5.W0 zmm2/m16bcst {er}
EVEX.512.F3.MAP5.W0 zmm2/m512/m16bcst {er},,EVEX.512.F3.MAP5.W0 m512/m16bcst {er}
EVEX.512.F3.MAP6.W0 56 /rVFMADDCPH zmm1{k1}{z},EVEX.512.F3.MAP6.W0 56 /r,VFMADDCPH zmm1{k1}{z}
EVEX.512.F3.MAP6.W0 D6 /rVFMULCPH zmm1{k1}{z},EVEX.512.F3.MAP6.W0 D6 /r,VFMULCPH zmm1{k1}{z}
EVEX.512.F3.MAP6.W0 zmm2,,EVEX.512.F3.MAP6.W0 zmm2
EVEX.512.F3.MAP6.W0 zmm3/m512/m32bcst {er},,EVEX.512.F3.MAP6.W0 zmm3/m32bcst {er}
EVEX.512.F3.MAP6.W0 zmm3/m512/m32bcst {er},,EVEX.512.F3.MAP6.W0 m512/m32bcst {er}
EVEX.512.NP.0F3A.W0 08 /r /ibVRNDSCALEPH zmm1{k1}{z},,EVEX.512.NP.0F3A.W0 08 /r /ibVRNDSCALEPH zmm1{k1}{z}
EVEX.512.NP.0F3A.W0 26 /r /ibVGETMANTPH zmm1{k1}{z},,EVEX.512.NP.0F3A.W0 26 /r /ibVGETMANTPH zmm1{k1}{z}
EVEX.512.NP.0F3A.W0 56 /r /ibVREDUCEPH zmm1{k1}{z},,EVEX.512.NP.0F3A.W0 56 /r /ibVREDUCEPH zmm1{k1}{z}
EVEX.512.NP.0F3A.W0 66 /r /ibVFPCLASSPH k1{k2},,EVEX.512.NP.0F3A.W0 66 /r /ibVFPCLASSPH k1{k2}
EVEX.512.NP.0F3A.W0 C2 /r /ibVCMPPH k1{k2},,EVEX.512.NP.0F3A.W0 C2 /r /ibVCMPPH k1{k2}
EVEX.512.NP.0F3A.W0 imm8,,EVEX.512.NP.0F3A.W0 imm8
EVEX.512.NP.0F3A.W0 zmm1/m512/m16bcst,,EVEX.512.NP.0F3A.W0 zmm1/m16bcst
EVEX.512.NP.0F3A.W0 zmm1/m512/m16bcst,,EVEX.512.NP.0F3A.W0 m512/m16bcst
EVEX.512.NP.0F3A.W0 zmm2,,EVEX.512.NP.0F3A.W0 zmm2
EVEX.512.NP.0F3A.W0 zmm2/m512/m16bcst {sae},,EVEX.512.NP.0F3A.W0 zmm2/m16bcst {sae}
EVEX.512.NP.0F3A.W0 zmm2/m512/m16bcst {sae},,EVEX.512.NP.0F3A.W0 m512/m16bcst {sae}
EVEX.512.NP.0F3A.W0 zmm3/m512/m16bcst {sae},,EVEX.512.NP.0F3A.W0 zmm3/m16bcst {sae}
EVEX.512.NP.0F3A.W0 zmm3/m512/m16bcst {sae},,EVEX.512.NP.0F3A.W0 m512/m16bcst {sae}
EVEX.512.NP.MAP5.W0 51 /rVSQRTPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 51 /r,VSQRTPH zmm1{k1}{z}
EVEX.512.NP.MAP5.W0 58 /rVADDPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 58 /r,VADDPH zmm1{k1}{z}
EVEX.512.NP.MAP5.W0 59 /rVMULPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 59 /r,VMULPH zmm1{k1}{z}
EVEX.512.NP.MAP5.W0 5A /rVCVTPH2PD zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5A /r,VCVTPH2PD zmm1{k1}{z}
EVEX.512.NP.MAP5.W0 5B /rVCVTDQ2PH ymm1{k1}{z},EVEX.512.NP.MAP5.W0 5B /r,VCVTDQ2PH ymm1{k1}{z}
EVEX.512.NP.MAP5.W0 5C /rVSUBPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5C /r,VSUBPH zmm1{k1}{z}
EVEX.512.NP.MAP5.W0 5D /rVMINPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5D /r,VMINPH zmm1{k1}{z}
EVEX.512.NP.MAP5.W0 5E /rVDIVPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5E /r,VDIVPH zmm1{k1}{z}
EVEX.512.NP.MAP5.W0 5F /rVMAXPH zmm1{k1}{z},EVEX.512.NP.MAP5.W0 5F /r,VMAXPH zmm1{k1}{z}
EVEX.512.NP.MAP5.W0 78 /rVCVTTPH2UDQ zmm1{k1}{z},EVEX.512.NP.MAP5.W0 78 /r,VCVTTPH2UDQ zmm1{k1}{z}
EVEX.512.NP.MAP5.W0 79 /rVCVTPH2UDQ zmm1{k1}{z},EVEX.512.NP.MAP5.W0 79 /r,VCVTPH2UDQ zmm1{k1}{z}
EVEX.512.NP.MAP5.W0 7C /rVCVTTPH2UW zmm1{k1}{z},EVEX.512.NP.MAP5.W0 7C /r,VCVTTPH2UW zmm1{k1}{z}
EVEX.512.NP.MAP5.W0 7D /rVCVTPH2UW zmm1{k1}{z},EVEX.512.NP.MAP5.W0 7D /r,VCVTPH2UW zmm1{k1}{z}
EVEX.512.NP.MAP5.W0 xmm2/m128/m16bcst {sae},,EVEX.512.NP.MAP5.W0 xmm2/m16bcst {sae}
EVEX.512.NP.MAP5.W0 xmm2/m128/m16bcst {sae},,EVEX.512.NP.MAP5.W0 m128/m16bcst {sae}
EVEX.512.NP.MAP5.W0 ymm2/m256/m16bcst {er},,EVEX.512.NP.MAP5.W0 ymm2/m16bcst {er}
EVEX.512.NP.MAP5.W0 ymm2/m256/m16bcst {er},,EVEX.512.NP.MAP5.W0 m256/m16bcst {er}
EVEX.512.NP.MAP5.W0 ymm2/m256/m16bcst {sae},,EVEX.512.NP.MAP5.W0 ymm2/m16bcst {sae}
EVEX.512.NP.MAP5.W0 ymm2/m256/m16bcst {sae},,EVEX.512.NP.MAP5.W0 m256/m16bcst {sae}
EVEX.512.NP.MAP5.W0 zmm2,,EVEX.512.NP.MAP5.W0 zmm2
EVEX.512.NP.MAP5.W0 zmm2/m512/m16bcst {er},,EVEX.512.NP.MAP5.W0 zmm2/m16bcst {er}
EVEX.512.NP.MAP5.W0 zmm2/m512/m16bcst {er},,EVEX.512.NP.MAP5.W0 m512/m16bcst {er}
EVEX.512.NP.MAP5.W0 zmm2/m512/m16bcst {sae},,EVEX.512.NP.MAP5.W0 zmm2/m16bcst {sae}
EVEX.512.NP.MAP5.W0 zmm2/m512/m16bcst {sae},,EVEX.512.NP.MAP5.W0 m512/m16bcst {sae}
