Original,Opcode,Instruction
EVEX.512.NP.MAP5.W0 zmm2/m512/m32bcst {er},,EVEX.512.NP.MAP5.W0 zmm2/m32bcst {er}
EVEX.512.NP.MAP5.W0 zmm2/m512/m32bcst {er},,EVEX.512.NP.MAP5.W0 m512/m32bcst {er}
EVEX.512.NP.MAP5.W0 zmm3/m512/m16bcst {er},,EVEX.512.NP.MAP5.W0 zmm3/m16bcst {er}
EVEX.512.NP.MAP5.W0 zmm3/m512/m16bcst {er},,EVEX.512.NP.MAP5.W0 m512/m16bcst {er}
EVEX.512.NP.MAP5.W0 zmm3/m512/m16bcst {sae},,EVEX.512.NP.MAP5.W0 zmm3/m16bcst {sae}
EVEX.512.NP.MAP5.W0 zmm3/m512/m16bcst {sae},,EVEX.512.NP.MAP5.W0 m512/m16bcst {sae}
EVEX.512.NP.MAP5.W1 5B /rVCVTQQ2PH xmm1{k1}{z},EVEX.512.NP.MAP5.W1 5B /r,VCVTQQ2PH xmm1{k1}{z}
EVEX.512.NP.MAP5.W1 zmm2/m512/m64bcst {er},,EVEX.512.NP.MAP5.W1 zmm2/m64bcst {er}
EVEX.512.NP.MAP5.W1 zmm2/m512/m64bcst {er},,EVEX.512.NP.MAP5.W1 m512/m64bcst {er}
EVEX.LLIG.0F.W0 2E /rVUCOMISS xmm1,EVEX.LLIG.0F.W0 2E /r,VUCOMISS xmm1
EVEX.LLIG.0F.W0 2F /rVCOMISS xmm1,EVEX.LLIG.0F.W0 2F /r,VCOMISS xmm1
EVEX.LLIG.0F.W0 xmm2/m32{sae},,EVEX.LLIG.0F.W0 xmm2{sae}
EVEX.LLIG.0F.W0 xmm2/m32{sae},,EVEX.LLIG.0F.W0 m32{sae}
EVEX.LLIG.66.0F.W1 2E /rVUCOMISD xmm1,EVEX.LLIG.66.0F.W1 2E /r,VUCOMISD xmm1
EVEX.LLIG.66.0F.W1 2F /rVCOMISD xmm1,EVEX.LLIG.66.0F.W1 2F /r,VCOMISD xmm1
EVEX.LLIG.66.0F.W1 xmm2/m64{sae},,EVEX.LLIG.66.0F.W1 xmm2{sae}
EVEX.LLIG.66.0F.W1 xmm2/m64{sae},,EVEX.LLIG.66.0F.W1 m64{sae}
EVEX.LLIG.66.0F38.W0 2D /rVSCALEFSS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 2D /r,VSCALEFSS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 43 /rVGETEXPSS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 43 /r,VGETEXPSS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 4D /rVRCP14SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 4D /r,VRCP14SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 4F /rVRSQRT14SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 4F /r,VRSQRT14SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 99 /rVFMADD132SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 99 /r,VFMADD132SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 9B /rVFMSUB132SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 9B /r,VFMSUB132SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 9D /rVFNMADD132SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 9D /r,VFNMADD132SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 9F /rVFNMSUB132SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 9F /r,VFNMSUB132SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 A9 /rVFMADD213SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 A9 /r,VFMADD213SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 AB /rVFMSUB213SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 AB /r,VFMSUB213SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 AD /rVFNMADD213SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 AD /r,VFNMADD213SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 AF /rVFNMSUB213SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 AF /r,VFNMSUB213SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 B9 /rVFMADD231SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 B9 /r,VFMADD231SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 BB /rVFMSUB231SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 BB /r,VFMSUB231SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 BD /rVFNMADD231SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 BD /r,VFNMADD231SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 BF /rVFNMSUB231SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 BF /r,VFNMSUB231SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 CB /rVRCP28SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 CB /r,VRCP28SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 CD /rVRSQRT28SS xmm1 {k1}{z},EVEX.LLIG.66.0F38.W0 CD /r,VRSQRT28SS xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W0 xmm2,,EVEX.LLIG.66.0F38.W0 xmm2
EVEX.LLIG.66.0F38.W0 xmm3/m32,,EVEX.LLIG.66.0F38.W0 xmm3
EVEX.LLIG.66.0F38.W0 xmm3/m32,,EVEX.LLIG.66.0F38.W0 m32
EVEX.LLIG.66.0F38.W0 xmm3/m32 {sae},,EVEX.LLIG.66.0F38.W0 xmm3 {sae}
EVEX.LLIG.66.0F38.W0 xmm3/m32 {sae},,EVEX.LLIG.66.0F38.W0 m32 {sae}
EVEX.LLIG.66.0F38.W0 xmm3/m32{er},,EVEX.LLIG.66.0F38.W0 xmm3{er}
EVEX.LLIG.66.0F38.W0 xmm3/m32{er},,EVEX.LLIG.66.0F38.W0 m32{er}
EVEX.LLIG.66.0F38.W0 xmm3/m32{sae},,EVEX.LLIG.66.0F38.W0 xmm3{sae}
EVEX.LLIG.66.0F38.W0 xmm3/m32{sae},,EVEX.LLIG.66.0F38.W0 m32{sae}
EVEX.LLIG.66.0F38.W1 2D /rVSCALEFSD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 2D /r,VSCALEFSD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 43 /rVGETEXPSD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 43 /r,VGETEXPSD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 4D /rVRCP14SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 4D /r,VRCP14SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 4F /rVRSQRT14SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 4F /r,VRSQRT14SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 99 /rVFMADD132SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 99 /r,VFMADD132SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 9B /rVFMSUB132SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 9B /r,VFMSUB132SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 9D /rVFNMADD132SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 9D /r,VFNMADD132SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 9F /rVFNMSUB132SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 9F /r,VFNMSUB132SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 A9 /rVFMADD213SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 A9 /r,VFMADD213SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 AB /rVFMSUB213SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 AB /r,VFMSUB213SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 AD /rVFNMADD213SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 AD /r,VFNMADD213SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 AF /rVFNMSUB213SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 AF /r,VFNMSUB213SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 B9 /rVFMADD231SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 B9 /r,VFMADD231SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 BB /rVFMSUB231SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 BB /r,VFMSUB231SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 BD /rVFNMADD231SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 BD /r,VFNMADD231SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 BF /rVFNMSUB231SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 BF /r,VFNMSUB231SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 CB /rVRCP28SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 CB /r,VRCP28SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 CD /rVRSQRT28SD xmm1 {k1}{z},EVEX.LLIG.66.0F38.W1 CD /r,VRSQRT28SD xmm1 {k1}{z}
EVEX.LLIG.66.0F38.W1 xmm2,,EVEX.LLIG.66.0F38.W1 xmm2
EVEX.LLIG.66.0F38.W1 xmm3/m64,,EVEX.LLIG.66.0F38.W1 xmm3
EVEX.LLIG.66.0F38.W1 xmm3/m64,,EVEX.LLIG.66.0F38.W1 m64
EVEX.LLIG.66.0F38.W1 xmm3/m64 {sae},,EVEX.LLIG.66.0F38.W1 xmm3 {sae}
EVEX.LLIG.66.0F38.W1 xmm3/m64 {sae},,EVEX.LLIG.66.0F38.W1 m64 {sae}
EVEX.LLIG.66.0F38.W1 xmm3/m64{er},,EVEX.LLIG.66.0F38.W1 xmm3{er}
EVEX.LLIG.66.0F38.W1 xmm3/m64{er},,EVEX.LLIG.66.0F38.W1 m64{er}
EVEX.LLIG.66.0F38.W1 xmm3/m64{sae},,EVEX.LLIG.66.0F38.W1 xmm3{sae}
EVEX.LLIG.66.0F38.W1 xmm3/m64{sae},,EVEX.LLIG.66.0F38.W1 m64{sae}
EVEX.LLIG.66.0F3A.W0 0A /r ibVRNDSCALESS xmm1 {k1}{z},,EVEX.LLIG.66.0F3A.W0 0A /r ibVRNDSCALESS xmm1 {k1}{z}
EVEX.LLIG.66.0F3A.W0 27 /r ibVGETMANTSS xmm1 {k1}{z},,EVEX.LLIG.66.0F3A.W0 27 /r ibVGETMANTSS xmm1 {k1}{z}
EVEX.LLIG.66.0F3A.W0 51 /rVRANGESS xmm1 {k1}{z},EVEX.LLIG.66.0F3A.W0 51 /r,VRANGESS xmm1 {k1}{z}
EVEX.LLIG.66.0F3A.W0 55 /r ibVFIXUPIMMSS xmm1 {k1}{z},,EVEX.LLIG.66.0F3A.W0 55 /r ibVFIXUPIMMSS xmm1 {k1}{z}
EVEX.LLIG.66.0F3A.W0 57 /r /ibVREDUCESS xmm1 {k1}{z},,EVEX.LLIG.66.0F3A.W0 57 /r /ibVREDUCESS xmm1 {k1}{z}
EVEX.LLIG.66.0F3A.W0 67 /rVFPCLASSSS k2 {k1},EVEX.LLIG.66.0F3A.W0 67 /r,VFPCLASSSS k2 {k1}
EVEX.LLIG.66.0F3A.W0 imm8,,EVEX.LLIG.66.0F3A.W0 imm8
EVEX.LLIG.66.0F3A.W0 xmm2,,EVEX.LLIG.66.0F3A.W0 xmm2
EVEX.LLIG.66.0F3A.W0 xmm2/m32,,EVEX.LLIG.66.0F3A.W0 xmm2
EVEX.LLIG.66.0F3A.W0 xmm2/m32,,EVEX.LLIG.66.0F3A.W0 m32
EVEX.LLIG.66.0F3A.W0 xmm3/m32{sae},,EVEX.LLIG.66.0F3A.W0 xmm3{sae}
EVEX.LLIG.66.0F3A.W0 xmm3/m32{sae},,EVEX.LLIG.66.0F3A.W0 m32{sae}
EVEX.LLIG.66.0F3A.W1 0B /r ibVRNDSCALESD xmm1 {k1}{z},,EVEX.LLIG.66.0F3A.W1 0B /r ibVRNDSCALESD xmm1 {k1}{z}
EVEX.LLIG.66.0F3A.W1 27 /r ibVGETMANTSD xmm1 {k1}{z},,EVEX.LLIG.66.0F3A.W1 27 /r ibVGETMANTSD xmm1 {k1}{z}
EVEX.LLIG.66.0F3A.W1 51 /rVRANGESD xmm1 {k1}{z},EVEX.LLIG.66.0F3A.W1 51 /r,VRANGESD xmm1 {k1}{z}
EVEX.LLIG.66.0F3A.W1 55 /r ibVFIXUPIMMSD xmm1 {k1}{z},,EVEX.LLIG.66.0F3A.W1 55 /r ibVFIXUPIMMSD xmm1 {k1}{z}
EVEX.LLIG.66.0F3A.W1 57VREDUCESD xmm1 {k1}{z},,EVEX.LLIG.66.0F3A.W1 57VREDUCESD xmm1 {k1}{z}
EVEX.LLIG.66.0F3A.W1 67 /r ibVFPCLASSSD k2 {k1},,EVEX.LLIG.66.0F3A.W1 67 /r ibVFPCLASSSD k2 {k1}
EVEX.LLIG.66.0F3A.W1 imm8,,EVEX.LLIG.66.0F3A.W1 imm8
EVEX.LLIG.66.0F3A.W1 imm8/r,,EVEX.LLIG.66.0F3A.W1 imm8/r
EVEX.LLIG.66.0F3A.W1 xmm2,,EVEX.LLIG.66.0F3A.W1 xmm2
EVEX.LLIG.66.0F3A.W1 xmm2/m64,,EVEX.LLIG.66.0F3A.W1 xmm2
EVEX.LLIG.66.0F3A.W1 xmm2/m64,,EVEX.LLIG.66.0F3A.W1 m64
EVEX.LLIG.66.0F3A.W1 xmm3/m64{sae},,EVEX.LLIG.66.0F3A.W1 xmm3{sae}
EVEX.LLIG.66.0F3A.W1 xmm3/m64{sae},,EVEX.LLIG.66.0F3A.W1 m64{sae}
EVEX.LLIG.66.MAP6.W0 2D /rVSCALEFSH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 2D /r,VSCALEFSH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 43 /rVGETEXPSH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 43 /r,VGETEXPSH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 4D /rVRCPSH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 4D /r,VRCPSH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 4F /rVRSQRTSH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 4F /r,VRSQRTSH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 99 /rVFMADD132SH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 99 /r,VFMADD132SH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 9B /rVFMSUB132SH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 9B /r,VFMSUB132SH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 9D /rVFNMADD132SH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 9D /r,VFNMADD132SH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 9F /rVFNMSUB132SH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 9F /r,VFNMSUB132SH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 A9 /rVFMADD213SH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 A9 /r,VFMADD213SH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 AB /rVFMSUB213SH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 AB /r,VFMSUB213SH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 AD /rVFNMADD213SH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 AD /r,VFNMADD213SH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 AF /rVFNMSUB213SH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 AF /r,VFNMSUB213SH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 B9 /rVFMADD231SH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 B9 /r,VFMADD231SH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 BB /rVFMSUB231SH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 BB /r,VFMSUB231SH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 BD /rVFNMADD231SH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 BD /r,VFNMADD231SH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 BF /rVFNMSUB231SH xmm1{k1}{z},EVEX.LLIG.66.MAP6.W0 BF /r,VFNMSUB231SH xmm1{k1}{z}
EVEX.LLIG.66.MAP6.W0 xmm2,,EVEX.LLIG.66.MAP6.W0 xmm2
EVEX.LLIG.66.MAP6.W0 xmm3/m16,,EVEX.LLIG.66.MAP6.W0 xmm3
EVEX.LLIG.66.MAP6.W0 xmm3/m16,,EVEX.LLIG.66.MAP6.W0 m16
EVEX.LLIG.66.MAP6.W0 xmm3/m16 {er},,EVEX.LLIG.66.MAP6.W0 xmm3 {er}
EVEX.LLIG.66.MAP6.W0 xmm3/m16 {er},,EVEX.LLIG.66.MAP6.W0 m16 {er}
EVEX.LLIG.66.MAP6.W0 xmm3/m16 {sae},,EVEX.LLIG.66.MAP6.W0 xmm3 {sae}
EVEX.LLIG.66.MAP6.W0 xmm3/m16 {sae},,EVEX.LLIG.66.MAP6.W0 m16 {sae}
EVEX.LLIG.F2.0F.W0 2A /rVCVTSI2SD xmm1,EVEX.LLIG.F2.0F.W0 2A /r,VCVTSI2SD xmm1
EVEX.LLIG.F2.0F.W0 2C /rVCVTTSD2SI r32,EVEX.LLIG.F2.0F.W0 2C /r,VCVTTSD2SI r32
EVEX.LLIG.F2.0F.W0 2D /rVCVTSD2SI r32,EVEX.LLIG.F2.0F.W0 2D /r,VCVTSD2SI r32
EVEX.LLIG.F2.0F.W0 78 /rVCVTTSD2USI r32,EVEX.LLIG.F2.0F.W0 78 /r,VCVTTSD2USI r32
EVEX.LLIG.F2.0F.W0 79 /rVCVTSD2USI r32,EVEX.LLIG.F2.0F.W0 79 /r,VCVTSD2USI r32
EVEX.LLIG.F2.0F.W0 7B /rVCVTUSI2SD xmm1,EVEX.LLIG.F2.0F.W0 7B /r,VCVTUSI2SD xmm1
EVEX.LLIG.F2.0F.W0 r/m32,,EVEX.LLIG.F2.0F.W0 r32
EVEX.LLIG.F2.0F.W0 r/m32,,EVEX.LLIG.F2.0F.W0 m32
EVEX.LLIG.F2.0F.W0 xmm1/m64{er},,EVEX.LLIG.F2.0F.W0 xmm1{er}
EVEX.LLIG.F2.0F.W0 xmm1/m64{er},,EVEX.LLIG.F2.0F.W0 m64{er}
EVEX.LLIG.F2.0F.W0 xmm1/m64{sae},,EVEX.LLIG.F2.0F.W0 xmm1{sae}
EVEX.LLIG.F2.0F.W0 xmm1/m64{sae},,EVEX.LLIG.F2.0F.W0 m64{sae}
EVEX.LLIG.F2.0F.W0 xmm2,,EVEX.LLIG.F2.0F.W0 xmm2
EVEX.LLIG.F2.0F.W1 10 /rVMOVSD xmm1 {k1}{z},EVEX.LLIG.F2.0F.W1 10 /r,VMOVSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 11 /rVMOVSD m64 {k1},EVEX.LLIG.F2.0F.W1 11 /r,VMOVSD m64 {k1}
EVEX.LLIG.F2.0F.W1 11 /rVMOVSD xmm1 {k1}{z},EVEX.LLIG.F2.0F.W1 11 /r,VMOVSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 2A /rVCVTSI2SD xmm1,EVEX.LLIG.F2.0F.W1 2A /r,VCVTSI2SD xmm1
EVEX.LLIG.F2.0F.W1 2C /rVCVTTSD2SI r64,EVEX.LLIG.F2.0F.W1 2C /r,VCVTTSD2SI r64
EVEX.LLIG.F2.0F.W1 2D /rVCVTSD2SI r64,EVEX.LLIG.F2.0F.W1 2D /r,VCVTSD2SI r64
EVEX.LLIG.F2.0F.W1 51/rVSQRTSD xmm1 {k1}{z},EVEX.LLIG.F2.0F.W1 51/r,VSQRTSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 58 /rVADDSD xmm1 {k1}{z},EVEX.LLIG.F2.0F.W1 58 /r,VADDSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 59 /rVMULSD xmm1 {k1}{z},EVEX.LLIG.F2.0F.W1 59 /r,VMULSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 5A /rVCVTSD2SS xmm1 {k1}{z},EVEX.LLIG.F2.0F.W1 5A /r,VCVTSD2SS xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 5C /rVSUBSD xmm1 {k1}{z},EVEX.LLIG.F2.0F.W1 5C /r,VSUBSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 5D /rVMINSD xmm1 {k1}{z},EVEX.LLIG.F2.0F.W1 5D /r,VMINSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 5E /rVDIVSD xmm1 {k1}{z},EVEX.LLIG.F2.0F.W1 5E /r,VDIVSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 5F /rVMAXSD xmm1 {k1}{z},EVEX.LLIG.F2.0F.W1 5F /r,VMAXSD xmm1 {k1}{z}
EVEX.LLIG.F2.0F.W1 78 /rVCVTTSD2USI r64,EVEX.LLIG.F2.0F.W1 78 /r,VCVTTSD2USI r64
EVEX.LLIG.F2.0F.W1 79 /rVCVTSD2USI r64,EVEX.LLIG.F2.0F.W1 79 /r,VCVTSD2USI r64
EVEX.LLIG.F2.0F.W1 7B /rVCVTUSI2SD xmm1,EVEX.LLIG.F2.0F.W1 7B /r,VCVTUSI2SD xmm1
EVEX.LLIG.F2.0F.W1 C2 /r ibVCMPSD k1 {k2},,EVEX.LLIG.F2.0F.W1 C2 /r ibVCMPSD k1 {k2}
EVEX.LLIG.F2.0F.W1 imm8,,EVEX.LLIG.F2.0F.W1 imm8
EVEX.LLIG.F2.0F.W1 m64,,EVEX.LLIG.F2.0F.W1 m64
EVEX.LLIG.F2.0F.W1 r/m64{er},,EVEX.LLIG.F2.0F.W1 r64{er}
EVEX.LLIG.F2.0F.W1 r/m64{er},,EVEX.LLIG.F2.0F.W1 m64{er}
EVEX.LLIG.F2.0F.W1 xmm1,,EVEX.LLIG.F2.0F.W1 xmm1
EVEX.LLIG.F2.0F.W1 xmm1/m64{er},,EVEX.LLIG.F2.0F.W1 xmm1{er}
EVEX.LLIG.F2.0F.W1 xmm1/m64{er},,EVEX.LLIG.F2.0F.W1 m64{er}
EVEX.LLIG.F2.0F.W1 xmm1/m64{sae},,EVEX.LLIG.F2.0F.W1 xmm1{sae}
EVEX.LLIG.F2.0F.W1 xmm1/m64{sae},,EVEX.LLIG.F2.0F.W1 m64{sae}
EVEX.LLIG.F2.0F.W1 xmm2,,EVEX.LLIG.F2.0F.W1 xmm2
EVEX.LLIG.F2.0F.W1 xmm3,,EVEX.LLIG.F2.0F.W1 xmm3
EVEX.LLIG.F2.0F.W1 xmm3/m64 {er},,EVEX.LLIG.F2.0F.W1 xmm3 {er}
EVEX.LLIG.F2.0F.W1 xmm3/m64 {er},,EVEX.LLIG.F2.0F.W1 m64 {er}
EVEX.LLIG.F2.0F.W1 xmm3/m64{er},,EVEX.LLIG.F2.0F.W1 xmm3{er}
EVEX.LLIG.F2.0F.W1 xmm3/m64{er},,EVEX.LLIG.F2.0F.W1 m64{er}
EVEX.LLIG.F2.0F.W1 xmm3/m64{sae},,EVEX.LLIG.F2.0F.W1 xmm3{sae}
EVEX.LLIG.F2.0F.W1 xmm3/m64{sae},,EVEX.LLIG.F2.0F.W1 m64{sae}
EVEX.LLIG.F2.0F38.W0 9B /rV4FMADDSS xmm1{k1}{z},EVEX.LLIG.F2.0F38.W0 9B /r,V4FMADDSS xmm1{k1}{z}
EVEX.LLIG.F2.0F38.W0 AB /rV4FNMADDSS xmm1{k1}{z},EVEX.LLIG.F2.0F38.W0 AB /r,V4FNMADDSS xmm1{k1}{z}
EVEX.LLIG.F2.0F38.W0 m128,,EVEX.LLIG.F2.0F38.W0 m128
EVEX.LLIG.F2.0F38.W0 xmm2+3,,EVEX.LLIG.F2.0F38.W0 xmm2+3
EVEX.LLIG.F2.MAP5.W1 5A /rVCVTSD2SH xmm1{k1}{z},EVEX.LLIG.F2.MAP5.W1 5A /r,VCVTSD2SH xmm1{k1}{z}
EVEX.LLIG.F2.MAP5.W1 xmm2,,EVEX.LLIG.F2.MAP5.W1 xmm2
EVEX.LLIG.F2.MAP5.W1 xmm3/m64 {er},,EVEX.LLIG.F2.MAP5.W1 xmm3 {er}
EVEX.LLIG.F2.MAP5.W1 xmm3/m64 {er},,EVEX.LLIG.F2.MAP5.W1 m64 {er}
EVEX.LLIG.F2.MAP6.W0 57 /rVFCMADDCSH xmm1{k1}{z},EVEX.LLIG.F2.MAP6.W0 57 /r,VFCMADDCSH xmm1{k1}{z}
EVEX.LLIG.F2.MAP6.W0 D7 /rVFCMULCSH xmm1{k1}{z},EVEX.LLIG.F2.MAP6.W0 D7 /r,VFCMULCSH xmm1{k1}{z}
EVEX.LLIG.F2.MAP6.W0 xmm2,,EVEX.LLIG.F2.MAP6.W0 xmm2
EVEX.LLIG.F2.MAP6.W0 xmm3/m32 {er},,EVEX.LLIG.F2.MAP6.W0 xmm3 {er}
EVEX.LLIG.F2.MAP6.W0 xmm3/m32 {er},,EVEX.LLIG.F2.MAP6.W0 m32 {er}
EVEX.LLIG.F3.0F.W0 10 /rVMOVSS xmm1 {k1}{z},EVEX.LLIG.F3.0F.W0 10 /r,VMOVSS xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 11 /rVMOVSS m32 {k1},EVEX.LLIG.F3.0F.W0 11 /r,VMOVSS m32 {k1}
EVEX.LLIG.F3.0F.W0 11 /rVMOVSS xmm1 {k1}{z},EVEX.LLIG.F3.0F.W0 11 /r,VMOVSS xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 2A /rVCVTSI2SS xmm1,EVEX.LLIG.F3.0F.W0 2A /r,VCVTSI2SS xmm1
EVEX.LLIG.F3.0F.W0 2C /rVCVTTSS2SI r32,EVEX.LLIG.F3.0F.W0 2C /r,VCVTTSS2SI r32
EVEX.LLIG.F3.0F.W0 2D /rVCVTSS2SI r32,EVEX.LLIG.F3.0F.W0 2D /r,VCVTSS2SI r32
EVEX.LLIG.F3.0F.W0 51 /rVSQRTSS xmm1 {k1}{z},EVEX.LLIG.F3.0F.W0 51 /r,VSQRTSS xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 58 /rVADDSS xmm1{k1}{z},EVEX.LLIG.F3.0F.W0 58 /r,VADDSS xmm1{k1}{z}
EVEX.LLIG.F3.0F.W0 59 /rVMULSS xmm1 {k1}{z},EVEX.LLIG.F3.0F.W0 59 /r,VMULSS xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 5A /rVCVTSS2SD xmm1 {k1}{z},EVEX.LLIG.F3.0F.W0 5A /r,VCVTSS2SD xmm1 {k1}{z}
EVEX.LLIG.F3.0F.W0 5C /rVSUBSS xmm1 {k1}{z},EVEX.LLIG.F3.0F.W0 5C /r,VSUBSS xmm1 {k1}{z}
